"";"Id";"Poids";"Couleur";"Régularité";"Intensité";"ID_unit";"Prob";"Stratum"
"65183";65183;0,39;"Rouge";"1";"4";58381;0,0142806371361184;4
"65536";65536;0,31;"Rouge";"1";"4";58470;0,0142806371361184;4
"65639";65639;0,31;"Bleu";"1";"4";58502;0,0142806371361184;4
"65641";65641;0,23;"Bleu";"2";"4";58503;0,0142806371361184;4
"66154";66154;1,06;"Jaune";"1";"4";58632;0,0142806371361184;4
"66933";66933;1,24;"Bleu";"1";"4";58832;0,0142806371361184;4
"67072";67072;1,08;"Rouge";"3";"4";58866;0,0142806371361184;4
"67902";67902;0,53;"Rouge";"2";"4";59076;0,0142806371361184;4
"68049";68049;1,1;"Bleu";"1";"4";59119;0,0142806371361184;4
"68237";68237;0,5;"Bleu";"1";"4";59175;0,0142806371361184;4
"68267";68267;1,21;"Jaune";"2";"4";59185;0,0142806371361184;4
"68354";68354;1,11;"Bleu";"1";"4";59207;0,0142806371361184;4
"68587";68587;0,71;"Jaune";"1";"4";59267;0,0142806371361184;4
"69124";69124;2;"Jaune";"1";"4";59401;0,0142806371361184;4
"69521";69521;0,51;"Rouge";"3";"4";59509;0,0142806371361184;4
"69612";69612;0,35;"Rouge";"2";"4";59533;0,0142806371361184;4
"69632";69632;0,71;"Bleu";"3";"4";59538;0,0142806371361184;4
"70514";70514;1,03;"Rouge";"3";"4";59770;0,0142806371361184;4
"70659";70659;0,57;"Bleu";"1";"4";59813;0,0142806371361184;4
"71707";71707;0,71;"Rouge";"3";"4";60092;0,0142806371361184;4
"71859";71859;0,91;"Jaune";"1";"4";60134;0,0142806371361184;4
"72528";72528;1,07;"Bleu";"1";"4";60305;0,0142806371361184;4
"72629";72629;1,52;"Rouge";"3";"4";60325;0,0142806371361184;4
"72674";72674;0,9;"Bleu";"2";"4";60340;0,0142806371361184;4
"72686";72686;0,31;"Bleu";"2";"4";60345;0,0142806371361184;4
"72734";72734;0,91;"Rouge";"1";"4";60358;0,0142806371361184;4
"74056";74056;0,59;"Bleu";"3";"4";60725;0,0142806371361184;4
"74173";74173;0,44;"Rouge";"2";"4";60752;0,0142806371361184;4
"74236";74236;1,13;"Bleu";"1";"4";60765;0,0142806371361184;4
"74799";74799;0,82;"Rouge";"1";"4";60893;0,0142806371361184;4
"74809";74809;1,11;"Rouge";"2";"4";60897;0,0142806371361184;4
"74906";74906;0,73;"Bleu";"3";"4";60920;0,0142806371361184;4
"75093";75093;0,71;"Jaune";"2";"4";60958;0,0142806371361184;4
"75319";75319;0,72;"Bleu";"3";"4";61016;0,0142806371361184;4
"75429";75429;2,14;"Bleu";"3";"4";61042;0,0142806371361184;4
"75817";75817;1,54;"Bleu";"1";"4";61129;0,0142806371361184;4
"75835";75835;1,2;"Bleu";"3";"4";61134;0,0142806371361184;4
"75858";75858;0,71;"Bleu";"1";"4";61139;0,0142806371361184;4
"76029";76029;0,52;"Bleu";"1";"4";61192;0,0142806371361184;4
"76128";76128;0,87;"Rouge";"1";"4";61217;0,0142806371361184;4
"76180";76180;1,64;"Rouge";"2";"4";61235;0,0142806371361184;4
"76298";76298;0,33;"Bleu";"1";"4";61272;0,0142806371361184;4
"76414";76414;0,55;"Jaune";"2";"4";61304;0,0142806371361184;4
"76774";76774;1,7;"Rouge";"1";"4";61387;0,0142806371361184;4
"76998";76998;0,51;"Bleu";"1";"4";61451;0,0142806371361184;4
"77584";77584;1,51;"Rouge";"2";"4";61587;0,0142806371361184;4
"77613";77613;0,5;"Rouge";"1";"4";61597;0,0142806371361184;4
"77770";77770;0,95;"Rouge";"2";"4";61628;0,0142806371361184;4
"78056";78056;1;"Rouge";"1";"4";61709;0,0142806371361184;4
"78197";78197;1,14;"Bleu";"1";"4";61745;0,0142806371361184;4
"78902";78902;1,51;"Bleu";"1";"4";61939;0,0142806371361184;4
"78941";78941;0,31;"Jaune";"3";"4";61953;0,0142806371361184;4
"80200";80200;1,27;"Bleu";"3";"4";62289;0,0142806371361184;4
"80323";80323;1,06;"Jaune";"3";"4";62317;0,0142806371361184;4
"80750";80750;2,01;"Rouge";"3";"4";62412;0,0142806371361184;4
"81232";81232;0,32;"Jaune";"1";"4";62540;0,0142806371361184;4
"81279";81279;0,34;"Jaune";"2";"4";62554;0,0142806371361184;4
"81645";81645;1,2;"Bleu";"1";"4";62651;0,0142806371361184;4
"82267";82267;1,72;"Rouge";"1";"4";62821;0,0142806371361184;4
"82602";82602;1;"Jaune";"2";"4";62895;0,0142806371361184;4
"82716";82716;1,51;"Rouge";"2";"4";62931;0,0142806371361184;4
"83151";83151;0,95;"Jaune";"2";"4";63040;0,0142806371361184;4
"83176";83176;1,01;"Rouge";"1";"4";63043;0,0142806371361184;4
"83182";83182;1,73;"Bleu";"1";"4";63047;0,0142806371361184;4
"83190";83190;0,53;"Bleu";"1";"4";63051;0,0142806371361184;4
"83667";83667;1,4;"Jaune";"1";"4";63167;0,0142806371361184;4
"84073";84073;1,01;"Jaune";"1";"4";63275;0,0142806371361184;4
"84547";84547;0,91;"Rouge";"2";"4";63397;0,0142806371361184;4
"85246";85246;1,06;"Bleu";"1";"4";63573;0,0142806371361184;4
"85489";85489;0,79;"Rouge";"1";"4";63630;0,0142806371361184;4
"86156";86156;0,35;"Rouge";"3";"4";63827;0,0142806371361184;4
"86671";86671;1,1;"Jaune";"3";"4";63968;0,0142806371361184;4
"87686";87686;1,27;"Rouge";"1";"4";64227;0,0142806371361184;4
"87830";87830;0,56;"Rouge";"1";"4";64261;0,0142806371361184;4
"87913";87913;0,31;"Rouge";"1";"4";64283;0,0142806371361184;4
"88100";88100;1,01;"Rouge";"1";"4";64324;0,0142806371361184;4
"88323";88323;2,29;"Jaune";"2";"4";64376;0,0142806371361184;4
"88458";88458;1,51;"Bleu";"1";"4";64407;0,0142806371361184;4
"88618";88618;1,01;"Rouge";"1";"4";64449;0,0142806371361184;4
"88710";88710;1,2;"Jaune";"1";"4";64469;0,0142806371361184;4
"88929";88929;0,31;"Jaune";"1";"4";64517;0,0142806371361184;4
"89000";89000;1,02;"Rouge";"2";"4";64536;0,0142806371361184;4
"89060";89060;1,5;"Rouge";"3";"4";64549;0,0142806371361184;4
"89384";89384;1,02;"Rouge";"1";"4";64624;0,0142806371361184;4
"89548";89548;0,79;"Bleu";"2";"4";64664;0,0142806371361184;4
"90016";90016;1,7;"Bleu";"3";"4";64786;0,0142806371361184;4
"90252";90252;1,01;"Jaune";"3";"4";64845;0,0142806371361184;4
"90777";90777;0,41;"Rouge";"1";"4";64985;0,0142806371361184;4
"90963";90963;1,18;"Bleu";"1";"4";65045;0,0142806371361184;4
"91041";91041;0,31;"Bleu";"2";"4";65066;0,0142806371361184;4
"91181";91181;0,3;"Jaune";"3";"4";65110;0,0142806371361184;4
"91423";91423;0,5;"Bleu";"3";"4";65179;0,0142806371361184;4
"91579";91579;0,35;"Jaune";"1";"4";65224;0,0142806371361184;4
"91868";91868;0,62;"Bleu";"2";"4";65300;0,0142806371361184;4
"92035";92035;0,44;"Rouge";"3";"4";65346;0,0142806371361184;4
"92809";92809;0,82;"Rouge";"2";"4";65545;0,0142806371361184;4
"93155";93155;0,36;"Bleu";"1";"4";65625;0,0142806371361184;4
"93175";93175;0,6;"Bleu";"2";"4";65629;0,0142806371361184;4
"93231";93231;1,51;"Bleu";"2";"4";65647;0,0142806371361184;4
"93403";93403;2,27;"Rouge";"2";"4";65689;0,0142806371361184;4
"93512";93512;0,38;"Bleu";"2";"4";65719;0,0142806371361184;4
"94216";94216;0,35;"Rouge";"2";"4";65887;0,0142806371361184;4
"94311";94311;0,3;"Rouge";"2";"4";65909;0,0142806371361184;4
"94528";94528;1,53;"Jaune";"1";"4";65966;0,0142806371361184;4
"94759";94759;0,36;"Bleu";"1";"4";66020;0,0142806371361184;4
"95058";95058;1,5;"Bleu";"1";"4";66108;0,0142806371361184;4
"95142";95142;2;"Bleu";"2";"4";66126;0,0142806371361184;4
"95256";95256;0,34;"Rouge";"3";"4";66161;0,0142806371361184;4
"95574";95574;0,5;"Jaune";"2";"4";66231;0,0142806371361184;4
"95621";95621;1;"Rouge";"1";"4";66245;0,0142806371361184;4
"95656";95656;0,52;"Rouge";"3";"4";66255;0,0142806371361184;4
"95708";95708;0,39;"Rouge";"1";"4";66265;0,0142806371361184;4
"95752";95752;0,91;"Bleu";"1";"4";66273;0,0142806371361184;4
"96274";96274;1,5;"Bleu";"2";"4";66404;0,0142806371361184;4
"96673";96673;1,05;"Bleu";"1";"4";66495;0,0142806371361184;4
"96850";96850;0,3;"Jaune";"1";"4";66550;0,0142806371361184;4
"97520";97520;1,53;"Rouge";"1";"4";66725;0,0142806371361184;4
"97529";97529;0,89;"Rouge";"1";"4";66727;0,0142806371361184;4
"97688";97688;1,21;"Bleu";"1";"4";66772;0,0142806371361184;4
"97841";97841;0,73;"Jaune";"1";"4";66817;0,0142806371361184;4
"97978";97978;1,11;"Bleu";"1";"4";66861;0,0142806371361184;4
"98143";98143;0,31;"Rouge";"3";"4";66895;0,0142806371361184;4
"98310";98310;0,71;"Jaune";"3";"4";66942;0,0142806371361184;4
"98405";98405;1,06;"Rouge";"2";"4";66969;0,0142806371361184;4
"99199";99199;1,27;"Jaune";"1";"4";67165;0,0142806371361184;4
"99382";99382;1,35;"Bleu";"2";"4";67219;0,0142806371361184;4
"99405";99405;1,02;"Bleu";"1";"4";67224;0,0142806371361184;4
"99450";99450;0,42;"Jaune";"3";"4";67235;0,0142806371361184;4
"99799";99799;0,32;"Bleu";"3";"4";67332;0,0142806371361184;4
"99972";99972;0,73;"Rouge";"2";"4";67365;0,0142806371361184;4
"100046";100046;0,72;"Jaune";"1";"4";67387;0,0142806371361184;4
"100068";100068;0,42;"Bleu";"3";"4";67391;0,0142806371361184;4
"100248";100248;0,34;"Rouge";"3";"4";67430;0,0142806371361184;4
"100276";100276;0,73;"Rouge";"3";"4";67437;0,0142806371361184;4
"100942";100942;0,51;"Jaune";"3";"4";67584;0,0142806371361184;4
"101293";101293;0,41;"Jaune";"1";"4";67677;0,0142806371361184;4
"101464";101464;1,02;"Jaune";"1";"4";67725;0,0142806371361184;4
"101714";101714;0,3;"Bleu";"2";"4";67785;0,0142806371361184;4
"102048";102048;1,22;"Jaune";"1";"4";67877;0,0142806371361184;4
"102322";102322;1,52;"Bleu";"1";"4";67942;0,0142806371361184;4
"102570";102570;0,71;"Bleu";"1";"4";68006;0,0142806371361184;4
"102800";102800;0,29;"Bleu";"3";"4";68060;0,0142806371361184;4
"103092";103092;1;"Jaune";"2";"4";68152;0,0142806371361184;4
"103409";103409;0,59;"Rouge";"2";"4";68222;0,0142806371361184;4
"103529";103529;0,31;"Bleu";"1";"4";68256;0,0142806371361184;4
"103763";103763;2,01;"Rouge";"3";"4";68302;0,0142806371361184;4
"103770";103770;2,04;"Rouge";"1";"4";68306;0,0142806371361184;4
"104523";104523;0,56;"Rouge";"2";"4";68491;0,0142806371361184;4
"105167";105167;1,5;"Bleu";"1";"4";68656;0,0142806371361184;4
"105175";105175;0,33;"Bleu";"1";"4";68658;0,0142806371361184;4
"105186";105186;1,03;"Bleu";"2";"4";68663;0,0142806371361184;4
"105287";105287;2,01;"Bleu";"3";"4";68688;0,0142806371361184;4
"105458";105458;2,37;"Jaune";"1";"4";68730;0,0142806371361184;4
"105562";105562;2,01;"Rouge";"1";"4";68751;0,0142806371361184;4
"105875";105875;0,31;"Rouge";"1";"4";68839;0,0142806371361184;4
"106024";106024;1,72;"Bleu";"1";"4";68882;0,0142806371361184;4
"106212";106212;1,51;"Bleu";"1";"4";68927;0,0142806371361184;4
"106345";106345;0,33;"Jaune";"1";"4";68954;0,0142806371361184;4
"106560";106560;1,67;"Bleu";"1";"4";69008;0,0142806371361184;4
"106949";106949;0,21;"Rouge";"2";"4";69106;0,0142806371361184;4
"107228";107228;0,39;"Rouge";"2";"4";69164;0,0142806371361184;4
"108232";108232;1,06;"Jaune";"2";"4";69398;0,0142806371361184;4
"108924";108924;1;"Jaune";"1";"4";69603;0,0142806371361184;4
"109141";109141;0,43;"Rouge";"2";"4";69654;0,0142806371361184;4
"109235";109235;0,25;"Rouge";"1";"4";69675;0,0142806371361184;4
"109501";109501;0,31;"Rouge";"3";"4";69740;0,0142806371361184;4
"110017";110017;1,11;"Bleu";"2";"4";69859;0,0142806371361184;4
"110834";110834;0,34;"Bleu";"1";"4";70051;0,0142806371361184;4
"112451";112451;1,23;"Rouge";"1";"4";70459;0,0142806371361184;4
"112604";112604;0,51;"Bleu";"1";"4";70488;0,0142806371361184;4
"113009";113009;1,51;"Rouge";"1";"4";70586;0,0142806371361184;4
"113136";113136;1,07;"Bleu";"1";"4";70620;0,0142806371361184;4
"113345";113345;1;"Jaune";"1";"4";70671;0,0142806371361184;4
"113787";113787;1,1;"Jaune";"1";"4";70776;0,0142806371361184;4
"113849";113849;1,08;"Bleu";"3";"4";70793;0,0142806371361184;4
"114108";114108;1,2;"Jaune";"1";"4";70859;0,0142806371361184;4
"114442";114442;1,51;"Bleu";"2";"4";70942;0,0142806371361184;4
"114509";114509;0,31;"Jaune";"2";"4";70959;0,0142806371361184;4
"114531";114531;0,31;"Bleu";"1";"4";70962;0,0142806371361184;4
"114809";114809;1,05;"Rouge";"2";"4";71033;0,0142806371361184;4
"115164";115164;0,71;"Rouge";"1";"4";71116;0,0142806371361184;4
"115591";115591;0,77;"Rouge";"1";"4";71232;0,0142806371361184;4
"115689";115689;1;"Bleu";"1";"4";71263;0,0142806371361184;4
"115967";115967;0,24;"Jaune";"1";"4";71332;0,0142806371361184;4
"116104";116104;0,32;"Bleu";"2";"4";71361;0,0142806371361184;4
"116207";116207;1,02;"Rouge";"3";"4";71387;0,0142806371361184;4
"116383";116383;1,01;"Rouge";"1";"4";71438;0,0142806371361184;4
"116602";116602;1,54;"Jaune";"2";"4";71496;0,0142806371361184;4
"116666";116666;0,31;"Bleu";"1";"4";71510;0,0142806371361184;4
"117045";117045;0,5;"Bleu";"2";"4";71606;0,0142806371361184;4
"117147";117147;1,13;"Bleu";"1";"4";71628;0,0142806371361184;4
"117601";117601;2,38;"Jaune";"3";"4";71746;0,0142806371361184;4
"117678";117678;0,9;"Jaune";"2";"4";71769;0,0142806371361184;4
"118312";118312;0,56;"Jaune";"1";"4";71926;0,0142806371361184;4
"118414";118414;1,01;"Rouge";"2";"4";71951;0,0142806371361184;4
"118784";118784;1,65;"Bleu";"1";"4";72042;0,0142806371361184;4
"119229";119229;0,71;"Rouge";"1";"4";72170;0,0142806371361184;4
"119485";119485;0,34;"Bleu";"3";"4";72240;0,0142806371361184;4
"119493";119493;1,13;"Jaune";"1";"4";72242;0,0142806371361184;4
"119542";119542;0,36;"Rouge";"1";"4";72254;0,0142806371361184;4
"119586";119586;1,19;"Bleu";"2";"4";72267;0,0142806371361184;4
"119968";119968;0,57;"Jaune";"2";"4";72368;0,0142806371361184;4
"120544";120544;0,9;"Rouge";"3";"4";72505;0,0142806371361184;4
"120606";120606;0,4;"Rouge";"1";"4";72519;0,0142806371361184;4
"103";103;0,32;"Rouge";"2";"5";72761;0,0164050023850509;5
"440";440;0,36;"Bleu";"3";"5";72904;0,0164050023850509;5
"472";472;0,55;"Jaune";"2";"5";72919;0,0164050023850509;5
"603";603;0,73;"Rouge";"2";"5";72971;0,0164050023850509;5
"620";620;0,74;"Bleu";"2";"5";72975;0,0164050023850509;5
"679";679;1,14;"Jaune";"3";"5";73000;0,0164050023850509;5
"716";716;0,71;"Rouge";"1";"5";73018;0,0164050023850509;5
"1088";1088;1,05;"Bleu";"2";"5";73176;0,0164050023850509;5
"1254";1254;0,72;"Rouge";"3";"5";73243;0,0164050023850509;5
"1412";1412;0,43;"Bleu";"3";"5";73312;0,0164050023850509;5
"1426";1426;2,05;"Rouge";"1";"5";73318;0,0164050023850509;5
"1453";1453;1,24;"Bleu";"1";"5";73332;0,0164050023850509;5
"1849";1849;0,41;"Jaune";"1";"5";73504;0,0164050023850509;5
"1914";1914;0,7;"Rouge";"3";"5";73531;0,0164050023850509;5
"2241";2241;0,33;"Jaune";"3";"5";73649;0,0164050023850509;5
"2386";2386;1,07;"Rouge";"2";"5";73714;0,0164050023850509;5
"2404";2404;0,56;"Rouge";"1";"5";73718;0,0164050023850509;5
"2447";2447;1,01;"Jaune";"3";"5";73735;0,0164050023850509;5
"2538";2538;0,34;"Bleu";"1";"5";73775;0,0164050023850509;5
"2679";2679;0,92;"Rouge";"2";"5";73840;0,0164050023850509;5
"2780";2780;0,37;"Bleu";"2";"5";73886;0,0164050023850509;5
"2786";2786;1,01;"Bleu";"3";"5";73891;0,0164050023850509;5
"3035";3035;0,7;"Jaune";"1";"5";73994;0,0164050023850509;5
"3327";3327;1,24;"Bleu";"3";"5";74105;0,0164050023850509;5
"3633";3633;0,59;"Jaune";"3";"5";74204;0,0164050023850509;5
"3806";3806;0,31;"Bleu";"2";"5";74274;0,0164050023850509;5
"3898";3898;1,2;"Bleu";"1";"5";74308;0,0164050023850509;5
"3994";3994;0,3;"Rouge";"2";"5";74344;0,0164050023850509;5
"4042";4042;0,54;"Jaune";"1";"5";74356;0,0164050023850509;5
"4090";4090;1,05;"Jaune";"1";"5";74378;0,0164050023850509;5
"4131";4131;0,3;"Rouge";"2";"5";74393;0,0164050023850509;5
"4274";4274;1,55;"Bleu";"2";"5";74450;0,0164050023850509;5
"4507";4507;0,41;"Bleu";"2";"5";74540;0,0164050023850509;5
"4715";4715;1,04;"Rouge";"1";"5";74627;0,0164050023850509;5
"4739";4739;1,23;"Bleu";"2";"5";74639;0,0164050023850509;5
"4836";4836;0,55;"Bleu";"2";"5";74680;0,0164050023850509;5
"4960";4960;0,35;"Jaune";"1";"5";74712;0,0164050023850509;5
"5072";5072;2,54;"Rouge";"1";"5";74756;0,0164050023850509;5
"5081";5081;1,09;"Bleu";"3";"5";74759;0,0164050023850509;5
"5394";5394;1,07;"Jaune";"1";"5";74883;0,0164050023850509;5
"5444";5444;0,56;"Jaune";"2";"5";74904;0,016405;5
"5730";5730;2;"Bleu";"1";"5";75023;0,016405;5
"5880";5880;0,82;"Bleu";"1";"5";75076;0,016405;5
"5980";5980;0,54;"Bleu";"3";"5";75115;0,016405;5
"6126";6126;0,33;"Bleu";"2";"5";75171;0,016405;5
"6372";6372;0,52;"Bleu";"1";"5";75272;0,016405;5
"6393";6393;2,01;"Rouge";"2";"5";75280;0,016405;5
"6473";6473;1,53;"Bleu";"1";"5";75316;0,016405;5
"6842";6842;0,31;"Bleu";"2";"5";75450;0,016405;5
"6906";6906;1,05;"Rouge";"3";"5";75477;0,016405;5
"7454";7454;0,4;"Rouge";"2";"5";75697;0,016405;5
"7586";7586;0,3;"Bleu";"2";"5";75743;0,016405;5
"7835";7835;1,1;"Rouge";"3";"5";75837;0,016405;5
"7885";7885;0,34;"Bleu";"1";"5";75856;0,016405;5
"7949";7949;0,32;"Bleu";"1";"5";75879;0,016405;5
"8244";8244;0,72;"Rouge";"1";"5";75999;0,016405;5
"8364";8364;0,39;"Rouge";"2";"5";76035;0,016405;5
"8547";8547;1,13;"Bleu";"1";"5";76109;0,016405;5
"8562";8562;0,3;"Bleu";"2";"5";76118;0,016405;5
"8627";8627;0,47;"Bleu";"2";"5";76146;0,016405;5
"8797";8797;1,62;"Bleu";"2";"5";76214;0,016405;5
"9151";9151;0,54;"Rouge";"1";"5";76365;0,016405;5
"9195";9195;0,32;"Bleu";"2";"5";76379;0,016405;5
"9509";9509;0,42;"Bleu";"3";"5";76501;0,016405;5
"9870";9870;1,51;"Rouge";"3";"5";76640;0,016405;5
"10204";10204;0,36;"Bleu";"3";"5";76777;0,016405;5
"10255";10255;1,5;"Jaune";"2";"5";76803;0,016405;5
"10298";10298;1,27;"Bleu";"2";"5";76818;0,016405;5
"10335";10335;0,63;"Jaune";"1";"5";76837;0,016405;5
"10520";10520;1,24;"Rouge";"1";"5";76920;0,016405;5
"10598";10598;0,74;"Rouge";"2";"5";76946;0,016405;5
"10848";10848;0,53;"Rouge";"2";"5";77037;0,016405;5
"11027";11027;1,03;"Rouge";"1";"5";77109;0,016405;5
"11130";11130;0,33;"Rouge";"1";"5";77151;0,016405;5
"11344";11344;0,52;"Jaune";"3";"5";77245;0,016405;5
"11653";11653;1,66;"Bleu";"3";"5";77356;0,016405;5
"11697";11697;0,41;"Rouge";"2";"5";77373;0,016405;5
"11742";11742;0,32;"Bleu";"1";"5";77393;0,016405;5
"11843";11843;1,05;"Rouge";"3";"5";77431;0,016405;5
"11966";11966;0,72;"Bleu";"3";"5";77480;0,016405;5
"12264";12264;2,11;"Jaune";"3";"5";77594;0,016405;5
"12527";12527;0,56;"Bleu";"2";"5";77708;0,016405;5
"12782";12782;0,64;"Rouge";"2";"5";77801;0,016405;5
"13023";13023;0,31;"Jaune";"3";"5";77898;0,016405;5
"13026";13026;0,32;"Jaune";"1";"5";77900;0,016405;5
"13155";13155;1,02;"Rouge";"3";"5";77949;0,016405;5
"13264";13264;0,5;"Rouge";"3";"5";77983;0,016405;5
"13699";13699;2,08;"Bleu";"1";"5";78149;0,016405;5
"13864";13864;0,32;"Jaune";"2";"5";78207;0,016405;5
"13951";13951;1,01;"Bleu";"2";"5";78236;0,016405;5
"14149";14149;0,33;"Rouge";"3";"5";78321;0,016405;5
"14237";14237;0,3;"Jaune";"3";"5";78356;0,016405;5
"14313";14313;1,12;"Bleu";"2";"5";78381;0,016405;5
"14401";14401;1,7;"Jaune";"1";"5";78417;0,016405;5
"14432";14432;0,36;"Bleu";"1";"5";78427;0,016405;5
"14447";14447;0,43;"Rouge";"2";"5";78433;0,016405;5
"14844";14844;0,32;"Bleu";"2";"5";78597;0,016405;5
"14971";14971;0,36;"Rouge";"1";"5";78649;0,016405;5
"15001";15001;0,38;"Rouge";"3";"5";78662;0,016405;5
"15098";15098;0,71;"Rouge";"3";"5";78708;0,016405;5
"15296";15296;0,81;"Rouge";"2";"5";78793;0,016405;5
"15646";15646;0,42;"Jaune";"1";"5";78915;0,016405;5
"15766";15766;0,41;"Rouge";"1";"5";78962;0,016405;5
"15861";15861;0,9;"Bleu";"2";"5";78999;0,016405;5
"16000";16000;0,32;"Jaune";"1";"5";79049;0,016405;5
"16263";16263;0,34;"Rouge";"3";"5";79158;0,016405;5
"16316";16316;2,08;"Bleu";"3";"5";79181;0,016405;5
"16449";16449;2,42;"Jaune";"2";"5";79234;0,016405;5
"16524";16524;2,59;"Rouge";"1";"5";79269;0,016405;5
"16957";16957;0,43;"Jaune";"1";"5";79443;0,016405;5
"17047";17047;0,78;"Bleu";"2";"5";79482;0,016405;5
"17634";17634;0,71;"Bleu";"2";"5";79715;0,016405;5
"17836";17836;0,33;"Jaune";"1";"5";79807;0,016405;5
"17885";17885;1,11;"Rouge";"1";"5";79831;0,016405;5
"18109";18109;1,1;"Rouge";"2";"5";79918;0,016405;5
"18128";18128;0,3;"Bleu";"1";"5";79928;0,016405;5
"18313";18313;0,63;"Bleu";"1";"5";79999;0,016405;5
"18462";18462;1,02;"Jaune";"1";"5";80059;0,016405;5
"18859";18859;0,36;"Bleu";"1";"5";80224;0,016405;5
"18881";18881;0,71;"Bleu";"1";"5";80231;0,016405;5
"19328";19328;0,91;"Bleu";"3";"5";80406;0,016405;5
"19440";19440;0,3;"Bleu";"1";"5";80448;0,016405;5
"19443";19443;0,55;"Jaune";"1";"5";80450;0,016405;5
"19514";19514;0,42;"Rouge";"1";"5";80477;0,016405;5
"19663";19663;0,33;"Jaune";"1";"5";80532;0,016405;5
"19673";19673;0,26;"Rouge";"2";"5";80537;0,016405;5
"19820";19820;0,7;"Rouge";"1";"5";80593;0,016405;5
"19845";19845;0,32;"Bleu";"1";"5";80604;0,016405;5
"19941";19941;1,7;"Rouge";"2";"5";80642;0,016405;5
"20112";20112;0,35;"Bleu";"3";"5";80715;0,016405;5
"20175";20175;0,32;"Bleu";"3";"5";80743;0,016405;5
"20241";20241;1,29;"Jaune";"1";"5";80774;0,016405;5
"20683";20683;0,72;"Bleu";"1";"5";80967;0,016405;5
"20762";20762;1,03;"Rouge";"1";"5";81002;0,016405;5
"20870";20870;1,08;"Bleu";"1";"5";81053;0,016405;5
"21031";21031;0,39;"Bleu";"1";"5";81130;0,016405;5
"21704";21704;1,28;"Rouge";"1";"5";81388;0,016405;5
"21872";21872;0,43;"Jaune";"1";"5";81456;0,016405;5
"22059";22059;0,73;"Rouge";"1";"5";81534;0,016405;5
"22119";22119;1,24;"Rouge";"2";"5";81557;0,016405;5
"22181";22181;2,25;"Rouge";"3";"5";81577;0,016405;5
"22377";22377;0,41;"Rouge";"3";"5";81649;0,016405;5
"22432";22432;1,04;"Bleu";"1";"5";81676;0,016405;5
"22589";22589;0,31;"Bleu";"1";"5";81748;0,016405;5
"22820";22820;0,41;"Rouge";"1";"5";81853;0,016405;5
"23097";23097;0,36;"Rouge";"3";"5";81957;0,016405;5
"23177";23177;0,31;"Jaune";"2";"5";81991;0,016405;5
"23400";23400;0,33;"Jaune";"2";"5";82068;0,016405;5
"23678";23678;2,01;"Rouge";"1";"5";82169;0,016405;5
"23719";23719;0,56;"Jaune";"1";"5";82181;0,016405;5
"23732";23732;0,38;"Bleu";"3";"5";82191;0,016405;5
"23778";23778;1,04;"Bleu";"2";"5";82212;0,016405;5
"23906";23906;0,7;"Rouge";"2";"5";82262;0,016405;5
"24080";24080;0,38;"Bleu";"1";"5";82339;0,016405;5
"24303";24303;0,5;"Bleu";"1";"5";82428;0,016405;5
"24460";24460;0,4;"Rouge";"1";"5";82488;0,016405;5
"24569";24569;1;"Bleu";"2";"5";82529;0,016405;5
"24605";24605;0,51;"Jaune";"3";"5";82545;0,016405;5
"24908";24908;0,57;"Jaune";"1";"5";82652;0,016405;5
"25183";25183;1,11;"Bleu";"3";"5";82773;0,016405;5
"25232";25232;0,74;"Bleu";"1";"5";82796;0,016405;5
"25237";25237;1,02;"Bleu";"1";"5";82799;0,016405;5
"25391";25391;0,4;"Bleu";"3";"5";82849;0,016405;5
"25396";25396;0,58;"Jaune";"3";"5";82852;0,016405;5
"25431";25431;0,62;"Jaune";"2";"5";82861;0,016405;5
"25679";25679;0,26;"Rouge";"3";"5";82966;0,016405;5
"26132";26132;0,3;"Jaune";"1";"5";83140;0,016405;5
"26249";26249;1,26;"Rouge";"1";"5";83191;0,016405;5
"26405";26405;0,53;"Rouge";"3";"5";83251;0,016405;5
"26590";26590;0,3;"Jaune";"3";"5";83336;0,016405;5
"26600";26600;1,24;"Jaune";"2";"5";83342;0,016405;5
"26606";26606;0,56;"Rouge";"2";"5";83343;0,016405;5
"26631";26631;0,53;"Jaune";"2";"5";83349;0,016405;5
"26993";26993;0,34;"Rouge";"1";"5";83485;0,016405;5
"27222";27222;1,09;"Rouge";"3";"5";83585;0,016405;5
"27400";27400;0,34;"Bleu";"2";"5";83645;0,016405;5
"27450";27450;0,31;"Bleu";"3";"5";83674;0,016405;5
"27488";27488;1,13;"Rouge";"1";"5";83685;0,016405;5
"27715";27715;0,35;"Rouge";"3";"5";83788;0,016405;5
"27778";27778;0,31;"Bleu";"1";"5";83813;0,016405;5
"27798";27798;1,08;"Bleu";"1";"5";83820;0,016405;5
"27809";27809;1,06;"Bleu";"3";"5";83825;0,016405;5
"27845";27845;0,51;"Rouge";"2";"5";83838;0,016405;5
"28071";28071;0,72;"Rouge";"2";"5";83928;0,016405;5
"28161";28161;0,31;"Bleu";"3";"5";83966;0,016405;5
"28176";28176;1,06;"Bleu";"2";"5";83972;0,016405;5
"28529";28529;0,52;"Rouge";"1";"5";84106;0,016405;5
"28550";28550;0,32;"Bleu";"3";"5";84116;0,016405;5
"28562";28562;0,54;"Rouge";"2";"5";84119;0,016405;5
"28838";28838;0,37;"Jaune";"1";"5";84231;0,016405;5
