"","Id","Prix","Poids","Couleur","Intensité","Régularité"
"78610",78610,73.91,1.23,"Rouge",5,2
"78680",78680,33.84,0.32,"Rouge",5,2
"78747",78747,67.66,1.07,"Jaune",5,1
"78838",78838,33.44,0.35,"Rouge",5,3
"78848",78848,22.79,0.3,"Rouge",5,2
"79093",79093,28.49,0.51,"Bleu",3,2
"79113",79113,50.66,0.59,"Bleu",5,1
"79176",79176,41.4,0.71,"Rouge",4,3
"79409",79409,60.22,1.16,"Jaune",3,2
"79466",79466,62.57,1.08,"Jaune",4,1
"79473",79473,34.37,0.35,"Rouge",4,3
"79497",79497,28.6,0.41,"Bleu",3,1
"79504",79504,23.61,0.32,"Bleu",3,2
"79558",79558,80.87,1.52,"Jaune",5,3
"79609",79609,66.54,1.2,"Bleu",5,1
"79663",79663,24.7,0.32,"Rouge",2,1
"79747",79747,47.05,0.7,"Bleu",5,2
"79758",79758,43.69,1,"Bleu",3,2
"79775",79775,85.2,1.75,"Jaune",4,1
"79802",79802,44.39,0.6,"Bleu",3,3
"79999",79999,35.5,0.51,"Jaune",5,1
"80049",80049,76.15,1.17,"Bleu",5,3
"80188",80188,35.9,0.7,"Jaune",3,1
"80250",80250,17.02,0.4,"Bleu",5,3
"80265",80265,20.22,0.31,"Bleu",4,1
"80309",80309,26.4,0.35,"Bleu",5,3
"80322",80322,61.48,1,"Jaune",2,2
"80364",80364,38.23,0.5,"Bleu",3,2
"80372",80372,37.87,0.53,"Jaune",3,3
"80380",80380,77.73,1.34,"Jaune",5,1
"80473",80473,30.96,0.31,"Bleu",5,1
"80604",80604,45.08,1.14,"Bleu",4,2
"80637",80637,38.99,0.41,"Bleu",5,2
"80692",80692,71.54,1.13,"Jaune",5,3
"80744",80744,29.68,0.3,"Bleu",5,2
"80923",80923,60.81,1.32,"Rouge",3,1
"81040",81040,42.94,0.52,"Bleu",5,1
"81050",81050,22.66,0.31,"Rouge",5,3
"81052",81052,24.86,0.35,"Bleu",5,2
"81235",81235,33.96,0.4,"Bleu",5,2
"81618",81618,26.57,0.31,"Rouge",2,3
"81646",81646,41.06,0.71,"Rouge",3,2
"81661",81661,52.9,1,"Rouge",5,3
"81854",81854,92.62,2.25,"Jaune",4,1
"81861",81861,26.19,0.23,"Jaune",2,2
"81884",81884,24.53,0.26,"Jaune",3,3
"82029",82029,40.83,0.35,"Jaune",5,1
"82030",82030,73.5,1.11,"Bleu",5,1
"82128",82128,108.67,1.89,"Bleu",5,2
"82293",82293,31.97,0.4,"Rouge",5,1
"82350",82350,29.17,0.3,"Bleu",5,2
"82356",82356,41.17,0.52,"Bleu",5,2
"82469",82469,22.58,0.37,"Rouge",5,3
"82497",82497,50.26,0.9,"Rouge",3,2
"82534",82534,34.44,0.75,"Jaune",1,1
"82557",82557,19.59,0.31,"Rouge",1,1
"82650",82650,32.3,0.32,"Jaune",5,3
"82781",82781,70.96,1.06,"Bleu",5,1
"82827",82827,27.99,0.31,"Jaune",3,1
"82837",82837,53.92,1.01,"Jaune",4,1
"82853",82853,39.78,0.59,"Rouge",5,1
"82940",82940,17.24,0.31,"Bleu",4,3
"83232",83232,25.06,0.3,"Bleu",5,3
"83345",83345,42.58,0.59,"Bleu",5,1
"83397",83397,83.99,1.51,"Bleu",5,1
"83409",83409,33.18,0.53,"Bleu",5,1
"83441",83441,82.35,1.02,"Jaune",5,1
"83762",83762,60.71,0.9,"Rouge",4,1
"83763",83763,50.71,0.71,"Jaune",3,1
"83922",83922,29.26,0.45,"Bleu",1,2
"83934",83934,28.5,0.34,"Bleu",3,2
"83956",83956,33.82,0.34,"Bleu",5,2
"83983",83983,78.45,1.21,"Bleu",5,3
"84167",84167,42.27,0.51,"Bleu",4,3
"84175",84175,27.59,0.35,"Bleu",3,2
"84218",84218,51.3,1.01,"Jaune",4,1
"84302",84302,120.94,2.15,"Rouge",5,2
"84310",84310,36.83,0.5,"Rouge",5,3
"84330",84330,40.99,1.02,"Bleu",2,2
"84711",84711,52.05,0.77,"Bleu",3,3
"84774",84774,59.66,1.23,"Jaune",3,3
"84780",84780,40.91,0.43,"Rouge",4,1
"84841",84841,42.55,0.7,"Jaune",3,1
"84931",84931,86.46,1.52,"Jaune",4,2
"85130",85130,18.88,0.25,"Jaune",5,1
"85133",85133,64.79,1.23,"Jaune",4,3
"85150",85150,122.68,2.09,"Jaune",5,1
"85250",85250,73.28,1.05,"Rouge",5,1
"85437",85437,27.27,0.29,"Rouge",3,3
"85542",85542,40.95,0.59,"Bleu",4,3
"85571",85571,66.61,1.08,"Jaune",3,1
"85592",85592,19.67,0.4,"Rouge",4,1
"85784",85784,57.97,2,"Jaune",1,1
"85923",85923,33.92,0.31,"Jaune",5,2
"85943",85943,29.8,0.55,"Rouge",3,2
"85949",85949,32.38,0.45,"Bleu",3,3
"85963",85963,35.05,0.3,"Rouge",5,1
"86003",86003,55.89,1.06,"Rouge",3,1
"86230",86230,28.83,0.3,"Bleu",4,1
"86238",86238,38.26,0.4,"Bleu",5,1
"86254",86254,35.18,0.41,"Bleu",4,1
"86265",86265,42.47,0.7,"Bleu",5,3
"86298",86298,24.18,0.41,"Rouge",5,1
"86310",86310,52.45,1,"Bleu",3,2
"86336",86336,32.54,0.23,"Rouge",3,2
"86339",86339,63.52,1.52,"Bleu",3,1
"86457",86457,40.45,0.38,"Jaune",5,3
"86481",86481,33.69,0.29,"Rouge",5,1
"86598",86598,51.41,1,"Rouge",4,3
"86690",86690,44.35,0.5,"Rouge",3,3
"86738",86738,21.59,0.47,"Jaune",2,1
"86993",86993,40.31,0.93,"Rouge",2,1
"87022",87022,35,0.7,"Bleu",4,2
"87046",87046,58.48,1.5,"Rouge",4,2
"87208",87208,26.87,0.3,"Bleu",4,2
"87232",87232,28.06,0.43,"Rouge",4,1
"87388",87388,50.18,1,"Bleu",2,3
"87399",87399,39.68,0.32,"Jaune",5,2
"87406",87406,39.09,0.34,"Jaune",5,1
"87417",87417,31.86,0.3,"Rouge",2,2
"87534",87534,48.72,0.9,"Bleu",4,1
"87615",87615,52.15,1,"Rouge",5,3
"87662",87662,55.78,1,"Rouge",2,1
"87763",87763,47.95,1,"Rouge",4,1
"87781",87781,42.25,1.05,"Jaune",3,3
"87797",87797,49.86,0.72,"Jaune",5,1
"88327",88327,35.73,0.72,"Rouge",3,2
"88543",88543,54.27,0.91,"Jaune",3,3
"88795",88795,49.72,1.11,"Rouge",3,2
"88896",88896,49.03,0.7,"Rouge",1,2
"88917",88917,44.3,0.91,"Jaune",2,3
"88935",88935,55.47,0.9,"Bleu",3,2
"89002",89002,18.45,0.33,"Bleu",5,1
"89077",89077,27.75,0.77,"Bleu",3,1
"89215",89215,60.52,0.9,"Rouge",5,1
"89317",89317,94.02,1.54,"Jaune",5,1
"89394",89394,46.9,1.15,"Bleu",3,2
"89412",89412,82.18,1.74,"Rouge",4,3
"89467",89467,32.39,0.7,"Jaune",4,1
"89482",89482,56.78,1,"Jaune",4,1
"89722",89722,31.3,0.41,"Jaune",4,1
"89758",89758,42.84,1,"Rouge",4,1
"89792",89792,29.78,0.47,"Bleu",4,1
"89803",89803,94.8,1.53,"Rouge",5,3
"89843",89843,48.27,1.11,"Rouge",4,3
"89880",89880,29.86,0.57,"Bleu",3,3
"90029",90029,44.83,0.55,"Rouge",5,1
"90149",90149,49.7,1.01,"Jaune",4,2
"90172",90172,72.77,1.22,"Rouge",5,3
"90329",90329,65.96,1.52,"Bleu",2,1
"90442",90442,40.59,1,"Bleu",4,3
"90480",90480,56.62,1.11,"Bleu",3,3
"90525",90525,55.78,1.01,"Rouge",3,1
"90626",90626,45.37,1.11,"Bleu",2,1
"90731",90731,26.2,0.32,"Bleu",4,3
"90772",90772,32.35,0.31,"Rouge",5,2
"91046",91046,35.27,0.32,"Bleu",2,2
"91091",91091,21.81,0.31,"Bleu",5,2
"91150",91150,29.91,0.31,"Rouge",5,2
"91189",91189,50.61,0.9,"Rouge",3,3
"91238",91238,24.94,0.32,"Rouge",3,3
"91318",91318,32.87,0.9,"Rouge",1,1
"91326",91326,54.28,0.59,"Jaune",5,1
"91370",91370,35.8,0.51,"Bleu",3,3
"91414",91414,32.84,0.71,"Rouge",2,1
"91528",91528,71.82,1.18,"Rouge",5,2
"91561",91561,55.3,0.95,"Jaune",5,1
"91703",91703,23.69,0.31,"Rouge",5,3
"91796",91796,36.36,0.51,"Rouge",4,2
"91800",91800,40.83,0.34,"Bleu",5,3
"91810",91810,82.66,2.51,"Jaune",2,2
"91970",91970,61.24,1.2,"Bleu",2,1
"91979",91979,35.5,0.41,"Jaune",4,2
"92043",92043,67.67,1.5,"Bleu",2,3
"92058",92058,63.14,2.01,"Rouge",1,3
"92069",92069,32.89,0.24,"Rouge",3,1
"92161",92161,47.53,1.03,"Jaune",2,2
"92233",92233,47.06,0.5,"Jaune",5,3
"92360",92360,69.26,1.23,"Bleu",5,2
"92464",92464,33.81,0.45,"Bleu",4,2
"92471",92471,47.5,0.7,"Jaune",3,1
"92582",92582,27.01,0.57,"Rouge",4,1
"92616",92616,21.15,0.34,"Rouge",5,1
"92627",92627,32.94,0.9,"Jaune",3,3
"92752",92752,38.89,0.32,"Rouge",5,2
"93059",93059,59.99,0.83,"Jaune",4,1
"93148",93148,61.35,1.02,"Rouge",5,1
"93155",93155,32.58,0.36,"Bleu",4,1
"93205",93205,68.74,1.07,"Rouge",5,1
"93371",93371,37.42,0.91,"Bleu",4,3
"93418",93418,35.39,0.59,"Rouge",5,1
"93651",93651,41.36,0.51,"Rouge",4,1
"93741",93741,37.51,0.31,"Rouge",2,3
"93786",93786,53.8,0.77,"Bleu",5,3
"93816",93816,33.1,0.3,"Bleu",5,1
"93838",93838,39.9,0.71,"Rouge",1,1
"93870",93870,24.45,0.42,"Rouge",4,2
"93902",93902,30.41,0.41,"Jaune",2,1
"93906",93906,44.54,0.72,"Bleu",5,3
"93988",93988,44.73,1.01,"Rouge",2,1
"94038",94038,35.46,0.36,"Bleu",5,3
"94045",94045,32.14,0.51,"Bleu",5,2
"94097",94097,39.84,0.77,"Rouge",3,2
"94119",94119,59.08,1.04,"Jaune",4,1
"94350",94350,40.41,0.7,"Bleu",3,3
"94505",94505,63.99,1.06,"Bleu",5,2
"94575",94575,32.94,0.53,"Bleu",5,3
"94840",94840,94.3,2.51,"Bleu",4,3
"94863",94863,26.41,0.41,"Bleu",5,3
"94901",94901,37.23,0.53,"Jaune",5,3
"94930",94930,51.86,0.78,"Rouge",3,1
"94995",94995,36.31,0.72,"Jaune",4,1
"95129",95129,19.29,0.3,"Bleu",5,1
"95189",95189,36.23,0.7,"Bleu",3,1
"95267",95267,86.92,1.19,"Bleu",5,2
"95396",95396,40.24,0.58,"Bleu",5,2
"95460",95460,77.12,1.71,"Bleu",4,2
"95628",95628,38.02,0.47,"Jaune",5,1
"95633",95633,17.28,0.51,"Rouge",4,1
"95706",95706,23.43,0.52,"Bleu",3,1
"95983",95983,93.38,1.51,"Jaune",5,1
"96085",96085,54.26,0.81,"Bleu",5,1
"96090",96090,42.92,0.56,"Rouge",5,1
"96092",96092,45.77,0.79,"Rouge",4,2
"96117",96117,31.44,0.52,"Bleu",5,1
"96220",96220,39.9,0.7,"Bleu",4,1
"96424",96424,29.7,0.48,"Bleu",5,3
"96483",96483,27.7,0.5,"Jaune",1,1
"96488",96488,15.8,0.31,"Rouge",4,2
"96517",96517,52.15,0.3,"Jaune",5,2
"96603",96603,30.76,0.4,"Jaune",4,1
"96624",96624,52.6,0.53,"Jaune",5,1
"96628",96628,37.74,0.31,"Jaune",5,3
"96637",96637,48.23,0.52,"Bleu",5,3
"96800",96800,45.01,0.41,"Jaune",5,1
"96915",96915,21.48,0.31,"Rouge",5,1
"96942",96942,37.54,0.5,"Rouge",4,2
"96946",96946,113.03,2.51,"Bleu",4,1
"96961",96961,42.94,1.04,"Bleu",4,1
"97099",97099,58.26,1.5,"Jaune",2,2
"97186",97186,34.78,0.31,"Bleu",5,1
"97245",97245,41.6,0.9,"Rouge",3,2
"97304",97304,25.42,0.33,"Rouge",4,2
"97311",97311,18.04,0.3,"Rouge",3,2
"97451",97451,36.92,0.3,"Rouge",5,1
"97529",97529,46.02,0.89,"Rouge",4,1
"97674",97674,51.45,1.21,"Rouge",4,3
"97683",97683,30.92,0.76,"Jaune",3,1
"97749",97749,19.47,0.3,"Bleu",4,1
"97775",97775,50.39,1.01,"Jaune",2,2
"97816",97816,37.03,0.52,"Bleu",5,1
"97880",97880,60.49,1.5,"Rouge",3,2
"97893",97893,78.98,2.01,"Rouge",4,3
"97914",97914,69.49,1.26,"Bleu",5,1
"97964",97964,28.13,0.4,"Rouge",2,1
"97966",97966,34.98,0.39,"Bleu",4,1
"98053",98053,23.5,0.35,"Rouge",3,2
"98148",98148,57.58,0.73,"Bleu",5,2
"98222",98222,66.95,1.52,"Bleu",4,1
"98225",98225,61.85,1.01,"Rouge",2,2
"98314",98314,71.63,1.24,"Rouge",5,2
"98325",98325,57.78,1,"Rouge",4,2
"98407",98407,25.54,0.3,"Bleu",4,3
"98427",98427,40.33,0.41,"Rouge",3,3
"98482",98482,51.9,0.72,"Jaune",5,1
"98515",98515,22.81,0.28,"Bleu",5,3
"98755",98755,34.21,0.52,"Bleu",4,2
"98757",98757,56.39,1.2,"Rouge",2,3
"98768",98768,48.54,0.46,"Jaune",2,3
"98961",98961,65.72,1.15,"Rouge",4,2
"99246",99246,73.64,1.5,"Rouge",5,2
"99267",99267,55.25,1.02,"Bleu",3,1
"99383",99383,38.99,0.65,"Bleu",3,1
"99388",99388,53.83,1,"Bleu",3,1
"99408",99408,33.64,0.34,"Bleu",5,3
"99560",99560,54.87,0.7,"Bleu",5,3
"99619",99619,56.19,1.37,"Bleu",4,1
"99621",99621,48.11,0.9,"Jaune",3,1
"99697",99697,44.75,0.72,"Jaune",5,2
"99730",99730,31.09,0.32,"Bleu",4,1
"99731",99731,62.94,1.07,"Rouge",4,1
"99846",99846,36.29,0.51,"Bleu",5,1
"99886",99886,109.08,3,"Bleu",2,1
"100182",100182,19.48,0.35,"Bleu",5,2
"100285",100285,33.3,0.39,"Bleu",4,1
"100307",100307,37.51,0.31,"Bleu",5,3
"100502",100502,48.32,0.73,"Rouge",5,3
"100576",100576,59.39,0.75,"Rouge",5,1
"100783",100783,36.3,0.3,"Jaune",5,3
"100859",100859,72.22,1.24,"Jaune",3,1
"100867",100867,35.87,0.42,"Bleu",4,3
"100889",100889,43.44,1.02,"Bleu",4,1
"100903",100903,51.44,0.54,"Jaune",5,2
"100907",100907,52.52,0.58,"Jaune",5,3
"100986",100986,42.43,0.42,"Jaune",4,2
"101149",101149,78.85,2.07,"Rouge",1,1
"101161",101161,57.5,1,"Rouge",2,1
"101177",101177,42.38,0.7,"Bleu",2,1
"101212",101212,36.86,0.55,"Bleu",5,3
"101225",101225,43.25,0.78,"Rouge",5,1
"101235",101235,55.56,0.56,"Jaune",5,2
"101346",101346,41.96,0.9,"Rouge",3,1
"101352",101352,48.55,1.02,"Bleu",4,2
"101385",101385,54.26,1.01,"Jaune",3,1
"101398",101398,59.21,0.91,"Jaune",5,2
"101642",101642,29.46,0.61,"Bleu",3,2
"101799",101799,45.57,0.32,"Rouge",5,3
"101806",101806,45.74,0.77,"Bleu",5,2
"101808",101808,38.15,0.41,"Jaune",4,3
"101834",101834,60.58,1.52,"Jaune",1,1
"101870",101870,37.06,0.53,"Rouge",5,1
"102037",102037,77.42,2,"Jaune",2,2
"102231",102231,30.52,0.5,"Bleu",5,1
"102305",102305,32.94,0.5,"Jaune",5,1
"102341",102341,36.56,0.51,"Rouge",3,2
"102358",102358,35.52,0.52,"Rouge",4,1
"102424",102424,17.27,0.3,"Bleu",4,2
"102428",102428,58.05,1.22,"Bleu",3,1
"102647",102647,37.81,0.43,"Jaune",2,2
"102861",102861,40.39,0.51,"Bleu",3,1
"103045",103045,32.76,0.28,"Jaune",5,3
"103147",103147,38.31,0.3,"Jaune",5,1
"103179",103179,41.87,0.71,"Bleu",4,1
"103203",103203,33.16,0.3,"Bleu",4,2
"103404",103404,35.12,0.35,"Bleu",5,1
"103505",103505,37.68,1.01,"Bleu",3,1
"103662",103662,64.35,1.05,"Bleu",5,2
"103724",103724,35.67,0.72,"Rouge",3,2
"103739",103739,57.84,1.14,"Rouge",3,1
"103771",103771,63.65,1.02,"Bleu",3,2
"103796",103796,86.9,1.19,"Jaune",5,1
"103865",103865,34.53,0.3,"Bleu",5,2
"104005",104005,27.13,0.59,"Bleu",4,1
"104021",104021,28.18,0.5,"Rouge",5,1
"104051",104051,23.26,0.3,"Rouge",5,2
"104092",104092,68.31,1.01,"Jaune",4,3
"104094",104094,68.23,1.19,"Bleu",5,1
"104118",104118,22.87,0.41,"Bleu",4,2
"104324",104324,76.05,2.01,"Bleu",2,1
"104551",104551,28.23,0.31,"Rouge",4,1
"104659",104659,41.8,0.76,"Bleu",3,2
"104726",104726,31.74,0.32,"Jaune",4,3
"104786",104786,46.66,1.01,"Rouge",2,3
"104817",104817,28.98,0.25,"Bleu",5,3
"104860",104860,24.14,0.32,"Bleu",5,1
"104929",104929,45.26,0.72,"Jaune",5,1
"104974",104974,31.87,1,"Bleu",2,1
"104988",104988,33.31,0.3,"Bleu",5,1
"105002",105002,51.11,0.7,"Rouge",4,1
"105044",105044,58.14,0.7,"Rouge",5,3
"105126",105126,25.66,0.64,"Jaune",1,3
"105131",105131,57.88,1.52,"Jaune",1,1
"105148",105148,37.71,0.41,"Bleu",5,2
"105149",105149,21.94,0.27,"Bleu",3,3
"105150",105150,32.1,0.48,"Rouge",4,2
"105210",105210,13.4,0.3,"Bleu",3,2
"105243",105243,29.67,0.31,"Bleu",4,3
"105307",105307,20.73,0.39,"Rouge",5,3
"105348",105348,28.47,0.36,"Jaune",4,1
"105349",105349,34.61,0.33,"Rouge",5,2
"105436",105436,44.64,1.02,"Bleu",4,2
"105464",105464,50.52,1.01,"Rouge",2,2
"105514",105514,81.72,1.31,"Bleu",5,3
"105537",105537,42.38,0.7,"Jaune",3,3
"105638",105638,71.12,1,"Bleu",5,1
"105823",105823,36.45,0.51,"Bleu",2,2
"105881",105881,27.26,0.41,"Bleu",4,1
"105998",105998,35.25,0.36,"Rouge",5,3
"106052",106052,25.21,0.3,"Rouge",4,1
"106057",106057,24.99,0.31,"Jaune",2,3
"106062",106062,33.84,0.41,"Bleu",5,3
"106092",106092,51.54,0.85,"Rouge",5,1
"106194",106194,18.39,0.32,"Bleu",3,2
"106198",106198,29.89,0.41,"Bleu",3,2
"106320",106320,21.83,0.51,"Rouge",3,2
"106350",106350,23.84,0.51,"Rouge",3,1
"106373",106373,94.18,2,"Bleu",3,2
"106393",106393,57.97,1.22,"Rouge",4,1
"106482",106482,76.44,1.87,"Rouge",4,1
"106573",106573,43.79,0.55,"Bleu",5,2
"106633",106633,63.17,1.06,"Rouge",5,1
"106641",106641,104.61,2.51,"Rouge",3,3
"106728",106728,38.61,0.71,"Jaune",2,1
"106750",106750,29.39,0.32,"Jaune",5,1
"106763",106763,54.74,0.76,"Jaune",5,3
"106768",106768,47.75,0.42,"Jaune",4,3
"106824",106824,45.74,0.54,"Bleu",5,2
"106869",106869,26.65,0.33,"Bleu",5,1
"106879",106879,27.93,0.3,"Rouge",5,1
"106920",106920,39.55,1.01,"Bleu",2,2
"107031",107031,24.75,0.32,"Rouge",5,3
"107085",107085,23.09,0.42,"Bleu",5,1
"107155",107155,48.55,0.7,"Rouge",5,1
"107158",107158,41.21,0.43,"Rouge",4,2
"107201",107201,16.43,0.24,"Bleu",3,3
"107297",107297,22.84,0.42,"Rouge",3,1
"107353",107353,34.35,0.33,"Bleu",5,1
"107423",107423,33.49,0.3,"Rouge",5,1
"107446",107446,39.86,0.5,"Bleu",5,2
"107490",107490,21.26,0.31,"Rouge",4,3
"107506",107506,62.31,0.71,"Bleu",5,2
"107514",107514,50.36,1.02,"Rouge",3,2
"107532",107532,41.04,1.01,"Rouge",1,1
"107578",107578,28.39,0.4,"Bleu",2,1
"107598",107598,46.14,0.71,"Rouge",3,1
"107613",107613,51.48,0.57,"Jaune",5,1
"107673",107673,80.59,2.01,"Jaune",4,1
"107681",107681,50.12,1.24,"Rouge",3,3
"107711",107711,27.51,0.34,"Bleu",5,1
"107730",107730,73.99,1.51,"Rouge",3,3
"107890",107890,53.46,0.73,"Bleu",5,1
"107900",107900,43.99,0.72,"Bleu",5,3
"108069",108069,48.44,0.9,"Bleu",2,2
"108085",108085,80.77,1.35,"Bleu",5,3
"108093",108093,97.32,1.5,"Jaune",5,3
"108275",108275,34.56,0.3,"Jaune",5,1
"108376",108376,39.32,0.52,"Bleu",5,1
"108416",108416,36.83,0.34,"Rouge",5,1
"108451",108451,35.37,0.51,"Rouge",4,2
"108469",108469,51.65,0.76,"Jaune",3,1
"108496",108496,56.06,1,"Jaune",4,2
"108572",108572,45.78,1.2,"Bleu",2,1
"108575",108575,51.95,0.55,"Bleu",5,1
"108590",108590,48.7,0.71,"Rouge",5,1
"108591",108591,48.96,1.13,"Bleu",4,1
"108846",108846,31.79,0.32,"Rouge",4,2
"108901",108901,44.32,0.9,"Bleu",3,3
"108950",108950,44.02,0.9,"Rouge",4,1
"108999",108999,94.9,1.51,"Rouge",5,1
"109016",109016,81.72,1.5,"Rouge",5,1
"109063",109063,68.39,0.93,"Rouge",4,3
"109154",109154,33.74,0.46,"Rouge",3,1
"109162",109162,63.31,1.42,"Bleu",3,2
"109163",109163,98.77,2.09,"Bleu",5,1
"109282",109282,77.84,1.23,"Jaune",5,1
"109298",109298,29.91,0.32,"Rouge",3,3
"109303",109303,68.02,1.06,"Jaune",5,2
"109320",109320,38.19,0.46,"Jaune",4,2
"109331",109331,51.36,1.01,"Bleu",3,1
"109417",109417,101.36,1.7,"Bleu",5,1
"109435",109435,54.74,1.01,"Bleu",5,3
"109539",109539,44.24,0.52,"Jaune",3,2
"109656",109656,44.15,0.74,"Jaune",3,3
"109667",109667,43.55,0.64,"Jaune",1,1
"109743",109743,72.47,1.5,"Jaune",3,1
"109764",109764,31.77,0.72,"Bleu",5,1
"109912",109912,58.22,1.32,"Bleu",3,1
"109947",109947,50.72,1,"Bleu",3,2
"109990",109990,91.41,2.02,"Bleu",3,1
"110059",110059,37.52,0.71,"Bleu",3,1
"110111",110111,39.9,0.71,"Rouge",5,2
"110263",110263,13.03,0.3,"Bleu",3,3
"110763",110763,27.6,0.34,"Rouge",5,2
"110808",110808,17.03,0.4,"Bleu",4,1
"110814",110814,25.1,0.6,"Rouge",4,1
"110818",110818,47.93,1.01,"Bleu",3,2
"110871",110871,40.32,0.71,"Rouge",2,3
"110936",110936,40.88,0.56,"Rouge",5,1
"110958",110958,47.39,1.15,"Bleu",4,3
"111059",111059,55.58,1.1,"Rouge",3,1
"111083",111083,25.19,0.41,"Bleu",3,1
"111088",111088,69.1,1.5,"Bleu",4,2
"111138",111138,40.54,0.55,"Rouge",2,3
"111201",111201,49.02,1.19,"Bleu",2,1
"111382",111382,30.45,0.43,"Jaune",3,1
"111404",111404,32.25,0.41,"Bleu",3,1
"111483",111483,86.92,1.54,"Jaune",5,3
"111615",111615,45.52,0.74,"Bleu",4,2
"111677",111677,59.49,1.04,"Jaune",4,3
"111687",111687,79.53,1.06,"Jaune",5,1
"111730",111730,49.69,0.71,"Jaune",5,1
"111731",111731,58.59,1.22,"Bleu",4,2
"111735",111735,23.89,0.23,"Bleu",3,3
"111749",111749,21.65,0.31,"Jaune",4,3
"111778",111778,51.83,0.9,"Bleu",5,1
"111819",111819,24.89,0.32,"Bleu",5,1
"111934",111934,75.65,1.59,"Jaune",3,1
"111984",111984,34.9,0.51,"Jaune",4,1
"111995",111995,33.67,0.33,"Bleu",5,2
"112128",112128,59.49,1.37,"Rouge",3,3
"112218",112218,25.89,0.31,"Bleu",5,1
"112220",112220,61.52,1.5,"Rouge",2,1
"112245",112245,25.26,0.59,"Rouge",3,3
"112303",112303,26.36,0.43,"Rouge",5,2
"112332",112332,58.37,0.77,"Rouge",5,1
"112366",112366,35.87,0.56,"Bleu",4,1
"112467",112467,85.44,1.53,"Bleu",5,1
"112498",112498,40.76,1,"Jaune",1,2
"112500",112500,20.99,0.25,"Bleu",2,3
"112625",112625,77.01,1.71,"Bleu",3,3
"112862",112862,67.37,1.23,"Bleu",4,3
"112864",112864,30.08,0.5,"Bleu",2,1
"112876",112876,31.99,0.5,"Bleu",1,1
"112903",112903,33.69,0.42,"Rouge",4,2
"112976",112976,30.89,0.41,"Rouge",2,2
"113201",113201,58.36,1.7,"Rouge",3,1
"113259",113259,29.91,0.3,"Bleu",4,2
"113314",113314,73.68,1.76,"Rouge",3,2
"113479",113479,49.26,1.01,"Rouge",4,1
"113543",113543,31.93,0.9,"Bleu",2,3
"113555",113555,50.71,0.7,"Jaune",4,1
"113621",113621,31.71,0.36,"Jaune",5,2
"113630",113630,53.86,1.01,"Bleu",3,1
"113680",113680,50.74,0.52,"Jaune",5,1
"113931",113931,37.46,0.55,"Bleu",5,2
"113954",113954,58.48,0.91,"Rouge",2,2
"114007",114007,18.46,0.35,"Bleu",3,2
"114091",114091,50.05,0.71,"Rouge",5,1
"114118",114118,72.02,1.22,"Rouge",5,1
"114131",114131,29.91,0.3,"Rouge",4,1
"114141",114141,74.57,1.22,"Jaune",4,2
"114239",114239,40.54,0.93,"Bleu",4,1
"114304",114304,55.72,0.72,"Jaune",5,3
"114355",114355,72.52,1.51,"Bleu",4,2
"114460",114460,22.79,0.36,"Bleu",5,1
"114515",114515,74,1.09,"Bleu",3,3
"114648",114648,55.64,0.52,"Bleu",5,3
"114666",114666,35.23,0.53,"Bleu",4,1
"114809",114809,50.84,1.05,"Rouge",4,2
"114868",114868,41.92,0.37,"Jaune",5,2
"114956",114956,74.16,1.01,"Jaune",5,1
"114993",114993,15.67,0.3,"Rouge",4,2
"115010",115010,24.59,0.27,"Bleu",2,3
"115037",115037,33.6,0.3,"Rouge",4,2
"115104",115104,48.84,0.72,"Rouge",5,1
"115171",115171,91.86,2.42,"Bleu",4,1
"115210",115210,38.96,1,"Bleu",3,1
"115219",115219,28.27,0.7,"Jaune",1,1
"115236",115236,47.85,1.01,"Jaune",3,2
"115306",115306,26.03,0.3,"Jaune",4,3
"115335",115335,39.93,0.8,"Jaune",1,1
"115558",115558,43.76,0.6,"Rouge",5,3
"115563",115563,34.24,0.72,"Rouge",3,1
"115616",115616,49.26,1.2,"Jaune",2,2
"115683",115683,53.7,0.98,"Rouge",4,3
"115733",115733,19.66,0.41,"Jaune",1,1
"115743",115743,55.82,0.91,"Rouge",3,2
"115745",115745,36.43,0.35,"Jaune",5,3
"115911",115911,64.02,1.7,"Rouge",3,2
"115992",115992,27.78,0.31,"Bleu",5,3
"116022",116022,77.19,1.24,"Bleu",5,1
"116034",116034,42.65,0.9,"Rouge",2,1
"116043",116043,67.3,0.92,"Rouge",5,1
"116232",116232,42.17,1.01,"Rouge",4,3
"116387",116387,18.33,0.32,"Bleu",3,1
"116404",116404,53.12,0.71,"Jaune",3,3
"116418",116418,79.26,1.7,"Jaune",4,3
"116580",116580,44.31,0.53,"Jaune",5,2
"116591",116591,103.13,2.28,"Bleu",4,2
"116604",116604,29.99,0.3,"Rouge",4,2
"116697",116697,24.64,0.3,"Jaune",5,3
"116842",116842,30.81,0.47,"Rouge",3,3
"116872",116872,49.02,0.63,"Rouge",5,1
"116897",116897,69.76,1.26,"Jaune",3,1
"116943",116943,35.46,0.4,"Jaune",5,1
"117028",117028,34.6,0.31,"Bleu",4,1
"117055",117055,50.63,0.56,"Jaune",5,1
"117130",117130,56.08,0.91,"Rouge",5,3
"117135",117135,34.05,0.3,"Jaune",5,1
"117161",117161,41.75,0.8,"Jaune",3,2
"117445",117445,97.35,2.01,"Jaune",4,2
