"","Id","Poids","Couleur","Intensité","Régularité"
"62533",62533,0.53,"Jaune","5","1"
"62534",62534,0.33,"Jaune","3","1"
"62535",62535,1.28,"Rouge","4","3"
"62536",62536,0.5,"Rouge","2","1"
"62537",62537,0.85,"Rouge","5","2"
"62538",62538,0.3,"Bleu","4","2"
"62539",62539,0.51,"Bleu","2","3"
"62540",62540,0.31,"Jaune","5","2"
"62541",62541,0.39,"Bleu","5","1"
"62542",62542,0.75,"Bleu","2","1"
"62543",62543,1.22,"Rouge","5","2"
"62544",62544,0.4,"Rouge","4","3"
"62545",62545,0.7,"Jaune","4","3"
"62546",62546,1.04,"Bleu","4","1"
"62547",62547,0.73,"Bleu","1","2"
"62548",62548,1.13,"Rouge","3","1"
"62549",62549,1.01,"Rouge","5","1"
"62550",62550,0.3,"Jaune","5","2"
"62551",62551,0.33,"Rouge","5","3"
"62552",62552,0.8,"Jaune","5","2"
"62553",62553,1.08,"Rouge","1","1"
"62554",62554,0.55,"Bleu","5","3"
"62555",62555,0.39,"Bleu","4","3"
"62556",62556,0.3,"Bleu","5","1"
"62557",62557,0.8,"Jaune","5","1"
"62558",62558,0.61,"Bleu","5","1"
"62559",62559,0.7,"Bleu","3","1"
"62560",62560,0.54,"Bleu","5","3"
"62561",62561,1.32,"Jaune","3","3"
"62562",62562,1.2,"Bleu","4","1"
"62563",62563,0.7,"Rouge","1","3"
"62564",62564,0.33,"Bleu","5","1"
"62565",62565,0.7,"Rouge","5","1"
"62566",62566,1.11,"Rouge","5","1"
"62567",62567,1.01,"Jaune","3","3"
"62568",62568,0.96,"Bleu","2","1"
"62569",62569,0.71,"Bleu","1","1"
"62570",62570,0.54,"Bleu","4","2"
"62571",62571,0.3,"Jaune","2","3"
"62572",62572,0.26,"Jaune","4","1"
"62573",62573,0.31,"Bleu","5","1"
"62574",62574,1.14,"Rouge","5","1"
"62575",62575,0.31,"Jaune","5","3"
"62576",62576,0.31,"Rouge","5","1"
"62577",62577,0.51,"Rouge","5","3"
"62578",62578,1.03,"Bleu","3","1"
"62579",62579,2.55,"Jaune","2","2"
"62580",62580,1.04,"Rouge","4","1"
"62581",62581,0.31,"Rouge","4","3"
"62582",62582,0.59,"Bleu","5","2"
"62583",62583,0.32,"Jaune","5","1"
"62584",62584,0.3,"Rouge","5","2"
"62585",62585,0.4,"Bleu","5","2"
"62586",62586,1,"Jaune","4","2"
"62587",62587,0.73,"Jaune","3","1"
"62588",62588,1.03,"Bleu","5","2"
"62589",62589,1.2,"Rouge","5","2"
"62590",62590,1.5,"Rouge","4","3"
"62591",62591,1,"Bleu","3","3"
"62592",62592,0.73,"Rouge","4","2"
"62593",62593,0.7,"Bleu","3","1"
"62594",62594,1.25,"Rouge","2","1"
"62595",62595,0.5,"Jaune","4","1"
"62596",62596,1.75,"Jaune","5","3"
"62597",62597,0.24,"Rouge","3","1"
"62598",62598,0.33,"Jaune","4","3"
"62599",62599,0.3,"Rouge","5","2"
"62600",62600,0.34,"Bleu","4","2"
"62601",62601,0.47,"Rouge","3","3"
"62602",62602,0.31,"Rouge","4","1"
"62603",62603,0.71,"Rouge","5","1"
"62604",62604,0.52,"Rouge","5","2"
"62605",62605,0.37,"Bleu","5","2"
"62606",62606,0.33,"Jaune","4","1"
"62607",62607,0.3,"Bleu","5","1"
"62608",62608,2.01,"Bleu","2","2"
"62609",62609,0.35,"Bleu","5","3"
"62610",62610,0.32,"Bleu","3","3"
"62611",62611,0.7,"Bleu","4","3"
"62612",62612,1.22,"Jaune","4","1"
"62613",62613,1.01,"Rouge","5","2"
"62614",62614,0.43,"Jaune","3","2"
"62615",62615,1.01,"Rouge","4","3"
"62616",62616,0.51,"Jaune","4","1"
"62617",62617,0.74,"Rouge","5","2"
"62618",62618,0.59,"Rouge","2","1"
"62619",62619,1.23,"Jaune","5","2"
"62620",62620,0.4,"Rouge","2","1"
"62621",62621,1.01,"Bleu","3","3"
"62622",62622,0.78,"Rouge","5","3"
"62623",62623,2.26,"Rouge","5","3"
"62624",62624,0.7,"Rouge","3","3"
"62625",62625,1.59,"Bleu","5","1"
"62626",62626,0.52,"Bleu","5","1"
"62627",62627,0.26,"Bleu","3","2"
"62628",62628,0.71,"Jaune","5","3"
"62629",62629,0.52,"Rouge","2","1"
"62630",62630,0.32,"Jaune","5","2"
"62631",62631,0.31,"Bleu","3","1"
"62632",62632,0.77,"Bleu","3","3"
"62633",62633,0.52,"Bleu","4","1"
"62634",62634,0.24,"Rouge","3","2"
"62635",62635,1.41,"Rouge","4","2"
"62636",62636,0.75,"Jaune","4","1"
"62637",62637,2,"Rouge","2","2"
"62638",62638,0.5,"Bleu","2","3"
"62639",62639,2.02,"Jaune","4","2"
"62640",62640,0.7,"Bleu","5","1"
"62641",62641,0.74,"Bleu","4","1"
"62642",62642,1.06,"Jaune","4","1"
"62643",62643,0.5,"Rouge","5","1"
"62644",62644,1.01,"Bleu","5","1"
"62645",62645,0.83,"Rouge","5","1"
"62646",62646,0.42,"Bleu","2","3"
"62647",62647,0.72,"Bleu","5","3"
"62648",62648,1.24,"Bleu","4","3"
"62649",62649,0.4,"Bleu","4","2"
"62650",62650,0.31,"Rouge","3","3"
"62651",62651,0.72,"Rouge","5","2"
"62652",62652,1.51,"Rouge","2","1"
"62653",62653,0.57,"Rouge","5","1"
"62654",62654,0.4,"Rouge","3","2"
"62655",62655,0.32,"Bleu","3","2"
"62656",62656,0.51,"Rouge","3","1"
"62657",62657,0.51,"Rouge","5","1"
"62658",62658,0.39,"Bleu","3","1"
"62659",62659,0.31,"Rouge","4","2"
"62660",62660,0.38,"Bleu","4","2"
"62661",62661,0.52,"Bleu","5","2"
"62662",62662,0.99,"Rouge","3","1"
"62663",62663,1.09,"Rouge","5","3"
"62664",62664,0.39,"Bleu","5","1"
"62665",62665,0.5,"Jaune","4","2"
"62666",62666,1.52,"Jaune","3","3"
"62667",62667,0.3,"Rouge","3","1"
"62668",62668,0.33,"Rouge","4","3"
"62669",62669,1.01,"Bleu","4","1"
"62670",62670,0.9,"Rouge","3","2"
"62671",62671,0.8,"Bleu","3","1"
"62672",62672,0.5,"Bleu","4","2"
"62673",62673,0.58,"Rouge","5","1"
"62674",62674,1.5,"Bleu","5","1"
"62675",62675,0.51,"Rouge","5","1"
"62676",62676,0.3,"Jaune","3","3"
"62677",62677,1.58,"Rouge","5","3"
"62678",62678,1.71,"Jaune","4","3"
"62679",62679,0.36,"Bleu","4","2"
"62680",62680,0.57,"Jaune","5","2"
"62681",62681,0.53,"Jaune","4","1"
"62682",62682,0.55,"Bleu","5","2"
"62683",62683,0.52,"Jaune","5","1"
"62684",62684,0.33,"Rouge","3","3"
"62685",62685,0.7,"Bleu","5","2"
"62686",62686,0.9,"Bleu","4","3"
"62687",62687,1.01,"Rouge","1","2"
"62688",62688,0.32,"Rouge","5","1"
"62689",62689,0.59,"Bleu","3","3"
"62690",62690,1.01,"Bleu","1","3"
"62691",62691,0.33,"Rouge","3","1"
"62692",62692,1.14,"Bleu","5","1"
"62693",62693,1.54,"Bleu","5","1"
"62694",62694,0.51,"Jaune","5","3"
"62695",62695,0.41,"Jaune","3","1"
"62696",62696,0.24,"Jaune","3","2"
"62697",62697,0.3,"Bleu","4","1"
"62698",62698,0.42,"Bleu","3","3"
"62699",62699,2,"Bleu","4","2"
"62700",62700,1.11,"Rouge","5","2"
"62701",62701,0.3,"Bleu","5","1"
"62702",62702,2.28,"Bleu","4","3"
"62703",62703,0.56,"Bleu","5","1"
"62704",62704,1,"Bleu","5","2"
"62705",62705,2.33,"Jaune","4","2"
"62706",62706,1.5,"Bleu","4","1"
"62707",62707,0.3,"Jaune","5","1"
"62708",62708,0.25,"Jaune","3","2"
"62709",62709,1.35,"Bleu","4","1"
"62710",62710,0.41,"Rouge","5","3"
"62711",62711,0.53,"Jaune","5","3"
"62712",62712,0.7,"Bleu","3","2"
"62713",62713,0.71,"Jaune","4","1"
"62714",62714,1.05,"Bleu","5","2"
"62715",62715,0.71,"Rouge","5","1"
"62716",62716,1.21,"Jaune","5","2"
"62717",62717,3.01,"Bleu","2","1"
"62718",62718,0.3,"Bleu","4","1"
"62719",62719,1.03,"Jaune","4","2"
"62720",62720,0.91,"Bleu","2","1"
"62721",62721,0.77,"Rouge","5","1"
"62722",62722,1.56,"Rouge","4","2"
"62723",62723,0.34,"Rouge","2","2"
"62724",62724,0.34,"Bleu","4","1"
"62725",62725,1.18,"Rouge","4","3"
"62726",62726,0.33,"Bleu","3","1"
"62727",62727,0.51,"Jaune","4","1"
"62728",62728,0.32,"Rouge","5","2"
"62729",62729,0.43,"Bleu","5","1"
"62730",62730,1.52,"Bleu","5","2"
"62731",62731,0.34,"Jaune","5","1"
"62732",62732,0.82,"Rouge","5","2"
"62733",62733,1.2,"Rouge","3","2"
"62734",62734,0.33,"Bleu","3","3"
"62735",62735,0.33,"Bleu","2","1"
"62736",62736,1,"Bleu","3","2"
"62737",62737,0.33,"Rouge","5","1"
"62738",62738,0.31,"Rouge","5","2"
"62739",62739,0.71,"Bleu","5","1"
"62740",62740,0.71,"Bleu","5","1"
"62741",62741,0.32,"Rouge","5","2"
"62742",62742,1.18,"Rouge","3","2"
"62743",62743,2.01,"Rouge","2","1"
"62744",62744,0.51,"Jaune","2","3"
"62745",62745,2.02,"Bleu","5","1"
"62746",62746,0.9,"Bleu","4","1"
"62747",62747,1.01,"Bleu","4","3"
"62748",62748,1,"Jaune","2","2"
"62749",62749,0.74,"Rouge","3","3"
"62750",62750,0.94,"Rouge","5","3"
"62751",62751,0.41,"Rouge","5","3"
"62752",62752,0.42,"Jaune","5","1"
"62753",62753,1.21,"Rouge","4","2"
"62754",62754,1.71,"Rouge","5","3"
"62755",62755,0.51,"Bleu","4","2"
"62756",62756,0.7,"Bleu","2","1"
"62757",62757,0.52,"Rouge","2","1"
"62758",62758,1.01,"Jaune","3","1"
"62759",62759,0.9,"Jaune","2","2"
"62760",62760,1.04,"Rouge","4","2"
"62761",62761,0.4,"Bleu","4","2"
"62762",62762,0.24,"Bleu","2","2"
"62763",62763,2.32,"Bleu","4","1"
"62764",62764,1,"Bleu","4","3"
"62765",62765,0.45,"Jaune","3","1"
"62766",62766,0.7,"Rouge","2","2"
"62767",62767,0.4,"Jaune","5","1"
"62768",62768,0.39,"Jaune","4","1"
"62769",62769,0.43,"Bleu","4","3"
"62770",62770,0.3,"Jaune","4","2"
"62771",62771,1.5,"Bleu","4","1"
"62772",62772,0.31,"Rouge","5","3"
"62773",62773,1,"Jaune","3","2"
"62774",62774,0.23,"Rouge","3","1"
"62775",62775,0.81,"Bleu","4","2"
"62776",62776,0.3,"Rouge","5","3"
"62777",62777,0.71,"Bleu","4","1"
"62778",62778,0.33,"Bleu","5","1"
"62779",62779,1.15,"Rouge","4","1"
"62780",62780,2.01,"Bleu","4","2"
"62781",62781,0.31,"Jaune","5","1"
"62782",62782,0.55,"Rouge","4","3"
"62783",62783,1.02,"Bleu","5","2"
"62784",62784,0.32,"Jaune","5","2"
"62785",62785,1.02,"Rouge","4","1"
"62786",62786,0.33,"Bleu","4","3"
"62787",62787,0.74,"Bleu","2","1"
"62788",62788,0.31,"Rouge","5","1"
"62789",62789,0.31,"Rouge","5","3"
"62790",62790,1.5,"Rouge","4","3"
"62791",62791,0.3,"Rouge","4","1"
"62792",62792,0.36,"Rouge","2","2"
"62793",62793,1,"Bleu","2","2"
"62794",62794,0.72,"Bleu","2","1"
"62795",62795,1.5,"Bleu","3","3"
"62796",62796,0.4,"Rouge","4","1"
"62797",62797,1.2,"Jaune","3","3"
"62798",62798,1.01,"Rouge","3","3"
"62799",62799,0.36,"Bleu","4","3"
"62800",62800,0.61,"Jaune","5","3"
"62801",62801,0.34,"Bleu","4","1"
"62802",62802,0.56,"Bleu","3","2"
"62803",62803,0.47,"Jaune","5","1"
"62804",62804,0.31,"Rouge","4","2"
"62805",62805,2.29,"Rouge","4","3"
"62806",62806,1.74,"Jaune","3","1"
"62807",62807,0.31,"Rouge","4","2"
"62808",62808,1.05,"Jaune","5","1"
"62809",62809,1.21,"Rouge","3","3"
"62810",62810,0.46,"Jaune","3","3"
"62811",62811,0.44,"Jaune","3","3"
"62812",62812,0.35,"Jaune","5","1"
"62813",62813,0.61,"Jaune","5","1"
"62814",62814,0.35,"Rouge","2","2"
"62815",62815,1.54,"Rouge","4","2"
"62816",62816,0.9,"Bleu","3","1"
"62817",62817,1.31,"Rouge","4","3"
"62818",62818,0.57,"Rouge","3","2"
"62819",62819,0.5,"Bleu","4","2"
"62820",62820,0.5,"Jaune","4","3"
"62821",62821,0.82,"Bleu","5","1"
"62822",62822,1.01,"Rouge","4","2"
"62823",62823,0.35,"Rouge","4","2"
"62824",62824,0.33,"Bleu","5","2"
"62825",62825,1.21,"Jaune","1","1"
"62826",62826,1,"Jaune","1","2"
"62827",62827,0.31,"Rouge","2","1"
"62828",62828,1.14,"Bleu","3","3"
"62829",62829,2,"Rouge","1","2"
"62830",62830,0.4,"Bleu","5","2"
"62831",62831,0.34,"Bleu","5","2"
"62832",62832,0.9,"Rouge","3","2"
"62833",62833,0.7,"Bleu","5","2"
"62834",62834,0.3,"Bleu","5","2"
"62835",62835,0.51,"Bleu","4","3"
"62836",62836,1.71,"Jaune","4","3"
"62837",62837,0.31,"Rouge","5","1"
"62838",62838,0.32,"Jaune","5","2"
"62839",62839,1.21,"Bleu","5","1"
"62840",62840,0.5,"Rouge","5","1"
"62841",62841,0.99,"Bleu","5","1"
"62842",62842,0.42,"Rouge","5","1"
"62843",62843,0.5,"Jaune","2","2"
"62844",62844,1.01,"Jaune","1","1"
"62845",62845,0.51,"Bleu","5","1"
"62846",62846,0.41,"Bleu","4","2"
"62847",62847,0.42,"Bleu","4","2"
"62848",62848,0.59,"Rouge","1","2"
"62849",62849,0.52,"Jaune","5","3"
"62850",62850,0.33,"Rouge","5","1"
"62851",62851,0.99,"Bleu","3","3"
"62852",62852,0.35,"Jaune","5","3"
"62853",62853,0.41,"Bleu","4","3"
"62854",62854,0.9,"Jaune","3","1"
"62855",62855,1.14,"Bleu","5","1"
"62856",62856,0.94,"Bleu","3","2"
"62857",62857,0.42,"Jaune","5","2"
"62858",62858,0.34,"Rouge","5","1"
"62859",62859,0.42,"Bleu","5","3"
"62860",62860,0.55,"Bleu","5","3"
"62861",62861,1.1,"Rouge","4","1"
"62862",62862,0.98,"Rouge","1","3"
"62863",62863,0.32,"Bleu","5","1"
"62864",62864,1.56,"Bleu","5","2"
"62865",62865,0.47,"Rouge","4","2"
"62866",62866,0.41,"Bleu","5","1"
"62867",62867,0.9,"Jaune","2","1"
"62868",62868,0.3,"Rouge","4","2"
"62869",62869,0.41,"Jaune","4","1"
"62870",62870,1.01,"Bleu","1","2"
"62871",62871,0.59,"Jaune","4","2"
"62872",62872,0.52,"Bleu","5","3"
"62873",62873,0.52,"Rouge","3","3"
"62874",62874,1.13,"Jaune","5","3"
"62875",62875,0.3,"Bleu","5","2"
"62876",62876,0.3,"Bleu","5","1"
"62877",62877,0.5,"Bleu","3","2"
"62878",62878,0.33,"Bleu","5","1"
"62879",62879,2.01,"Jaune","4","1"
"62880",62880,0.72,"Bleu","2","3"
"62881",62881,2.66,"Rouge","2","2"
"62882",62882,1,"Rouge","2","1"
"62883",62883,0.32,"Rouge","4","2"
"62884",62884,1.33,"Bleu","4","2"
"62885",62885,1.07,"Bleu","4","1"
"62886",62886,1.01,"Bleu","4","1"
"62887",62887,0.3,"Rouge","2","3"
"62888",62888,1.53,"Bleu","5","2"
"62889",62889,0.31,"Bleu","5","2"
"62890",62890,0.53,"Jaune","5","2"
"62891",62891,0.9,"Jaune","4","3"
"62892",62892,0.71,"Rouge","5","1"
"62893",62893,1.15,"Bleu","5","1"
"62894",62894,0.81,"Rouge","2","1"
"62895",62895,1.02,"Bleu","2","1"
"62896",62896,1.32,"Bleu","5","2"
"62897",62897,0.31,"Jaune","5","1"
"62898",62898,1.12,"Bleu","3","3"
"62899",62899,1.59,"Bleu","5","1"
"62900",62900,0.83,"Rouge","3","2"
"62901",62901,0.91,"Jaune","4","1"
"62902",62902,0.33,"Jaune","4","3"
"62903",62903,0.57,"Rouge","5","3"
"62904",62904,0.34,"Rouge","5","3"
"62905",62905,0.9,"Bleu","4","3"
"62906",62906,1.59,"Jaune","2","2"
"62907",62907,1.66,"Bleu","5","3"
"62908",62908,0.9,"Bleu","1","1"
"62909",62909,0.7,"Bleu","3","3"
"62910",62910,1,"Rouge","5","3"
"62911",62911,0.24,"Jaune","4","2"
"62912",62912,0.39,"Jaune","5","1"
"62913",62913,0.36,"Bleu","4","2"
"62914",62914,0.4,"Rouge","5","2"
"62915",62915,0.92,"Jaune","3","3"
"62916",62916,0.72,"Bleu","5","3"
"62917",62917,2.01,"Jaune","3","2"
"62918",62918,1.27,"Bleu","5","2"
"62919",62919,0.24,"Jaune","3","2"
"62920",62920,1.02,"Jaune","3","3"
"62921",62921,0.9,"Bleu","4","3"
"62922",62922,1.01,"Rouge","3","1"
"62923",62923,2.01,"Bleu","2","2"
"62924",62924,1.09,"Jaune","5","2"
"62925",62925,2.2,"Bleu","5","1"
"62926",62926,0.35,"Rouge","5","2"
"62927",62927,1.01,"Rouge","3","1"
"62928",62928,0.51,"Rouge","5","1"
"62929",62929,0.3,"Bleu","5","2"
"62930",62930,1.12,"Rouge","3","1"
"62931",62931,0.82,"Rouge","4","3"
"62932",62932,1.05,"Bleu","4","1"
"62933",62933,0.7,"Bleu","4","1"
"62934",62934,1.06,"Bleu","3","2"
"62935",62935,0.5,"Bleu","2","2"
"62936",62936,1.2,"Bleu","3","1"
"62937",62937,0.75,"Bleu","5","3"
"62938",62938,0.72,"Bleu","4","1"
"62939",62939,0.48,"Jaune","5","2"
"62940",62940,0.74,"Rouge","4","2"
"62941",62941,1.05,"Bleu","3","1"
"62942",62942,0.91,"Rouge","5","2"
"62943",62943,0.58,"Jaune","5","1"
"62944",62944,0.71,"Rouge","4","2"
"62945",62945,2.01,"Rouge","2","1"
"62946",62946,1.32,"Bleu","5","1"
"62947",62947,0.7,"Jaune","1","2"
"62948",62948,1.21,"Bleu","3","1"
"62949",62949,0.6,"Bleu","5","3"
"62950",62950,0.7,"Bleu","3","3"
"62951",62951,2.26,"Jaune","3","2"
"62952",62952,0.97,"Rouge","2","3"
"62953",62953,1,"Bleu","4","3"
"62954",62954,1.01,"Jaune","5","1"
"62955",62955,0.46,"Jaune","3","2"
"62956",62956,0.3,"Bleu","2","1"
"62957",62957,1,"Rouge","3","2"
"62958",62958,0.4,"Jaune","4","1"
"62959",62959,0.93,"Rouge","4","2"
"62960",62960,1.06,"Bleu","3","2"
"62961",62961,0.3,"Bleu","5","2"
"62962",62962,0.51,"Bleu","5","3"
"62963",62963,0.41,"Jaune","3","3"
"62964",62964,0.37,"Rouge","5","1"
"62965",62965,0.31,"Bleu","3","3"
"62966",62966,0.51,"Rouge","5","2"
"62967",62967,0.33,"Rouge","5","1"
"62968",62968,0.53,"Rouge","3","3"
"62969",62969,1.09,"Rouge","4","1"
"62970",62970,0.6,"Jaune","4","2"
"62971",62971,0.9,"Rouge","1","1"
"62972",62972,0.51,"Bleu","5","2"
"62973",62973,2.01,"Bleu","5","3"
"62974",62974,0.59,"Jaune","5","3"
"62975",62975,1.03,"Bleu","4","1"
"62976",62976,0.33,"Bleu","3","1"
"62977",62977,1.16,"Rouge","5","1"
"62978",62978,1.17,"Bleu","2","1"
"62979",62979,0.3,"Jaune","3","1"
"62980",62980,1,"Jaune","2","2"
"62981",62981,0.61,"Jaune","2","3"
"62982",62982,1.01,"Bleu","5","2"
"62983",62983,1,"Rouge","4","2"
"62984",62984,0.38,"Jaune","3","1"
"62985",62985,0.34,"Rouge","4","1"
"62986",62986,1.5,"Bleu","4","1"
"62987",62987,3.01,"Bleu","4","1"
"62988",62988,1.01,"Bleu","4","1"
"62989",62989,0.4,"Rouge","2","2"
"62990",62990,0.9,"Jaune","4","1"
"62991",62991,1.33,"Rouge","5","3"
"62992",62992,1.12,"Rouge","5","1"
"62993",62993,1.02,"Rouge","5","1"
"62994",62994,1.2,"Jaune","4","3"
"62995",62995,0.35,"Rouge","3","1"
"62996",62996,1,"Bleu","2","2"
"62997",62997,2.01,"Rouge","3","1"
"62998",62998,1.2,"Rouge","2","1"
"62999",62999,1.01,"Rouge","3","2"
"63000",63000,0.33,"Rouge","2","3"
"63001",63001,0.41,"Rouge","5","3"
"63002",63002,1.11,"Bleu","3","1"
"63003",63003,0.51,"Jaune","3","2"
"63004",63004,1.21,"Rouge","3","2"
"63005",63005,0.41,"Jaune","2","1"
"63006",63006,1.2,"Bleu","5","1"
"63007",63007,1.01,"Rouge","4","3"
"63008",63008,0.31,"Rouge","4","1"
"63009",63009,0.74,"Bleu","5","1"
"63010",63010,1.04,"Jaune","3","1"
"63011",63011,1.04,"Bleu","5","2"
"63012",63012,0.91,"Jaune","2","1"
"63013",63013,0.6,"Bleu","2","2"
"63014",63014,1.01,"Bleu","4","1"
"63015",63015,0.32,"Bleu","4","2"
"63016",63016,1.02,"Bleu","5","2"
"63017",63017,0.44,"Bleu","5","1"
"63018",63018,0.27,"Bleu","2","1"
"63019",63019,0.42,"Rouge","5","1"
"63020",63020,1.29,"Bleu","4","1"
"63021",63021,1.5,"Rouge","2","2"
"63022",63022,0.42,"Jaune","5","2"
"63023",63023,1.91,"Rouge","4","2"
"63024",63024,0.5,"Rouge","3","1"
"63025",63025,1.04,"Rouge","3","2"
"63026",63026,1.01,"Jaune","5","2"
"63027",63027,1.5,"Jaune","5","3"
"63028",63028,0.71,"Jaune","3","2"
"63029",63029,0.5,"Rouge","3","3"
"63030",63030,1,"Jaune","4","1"
"63031",63031,1.19,"Bleu","1","2"
"63032",63032,0.26,"Rouge","2","3"
"63033",63033,0.37,"Rouge","5","1"
"63034",63034,0.71,"Jaune","4","1"
"63035",63035,0.7,"Jaune","2","1"
"63036",63036,1.03,"Rouge","2","3"
"63037",63037,0.31,"Jaune","5","2"
"63038",63038,0.38,"Rouge","5","1"
"63039",63039,0.4,"Rouge","4","3"
"63040",63040,0.7,"Bleu","5","3"
"63041",63041,1,"Jaune","5","2"
"63042",63042,1.09,"Rouge","2","3"
"63043",63043,0.72,"Bleu","4","3"
"63044",63044,1.07,"Rouge","4","1"
"63045",63045,0.61,"Jaune","5","2"
"63046",63046,0.51,"Jaune","5","1"
"63047",63047,0.31,"Rouge","5","3"
"63048",63048,2.11,"Jaune","3","1"
"63049",63049,1.01,"Jaune","1","2"
"63050",63050,0.3,"Jaune","5","2"
"63051",63051,0.31,"Bleu","5","1"
"63052",63052,1.8,"Bleu","5","1"
"63053",63053,0.5,"Rouge","1","3"
"63054",63054,1.13,"Rouge","3","1"
"63055",63055,0.7,"Jaune","2","3"
"63056",63056,0.71,"Rouge","3","1"
"63057",63057,1.24,"Bleu","5","2"
"63058",63058,2,"Jaune","3","1"
"63059",63059,0.71,"Jaune","5","2"
"63060",63060,1.12,"Bleu","3","1"
"63061",63061,2.04,"Jaune","5","2"
"63062",63062,0.55,"Rouge","5","2"
"63063",63063,1.09,"Rouge","4","1"
"63064",63064,1.25,"Jaune","3","2"
"63065",63065,0.7,"Rouge","4","2"
"63066",63066,0.72,"Bleu","5","2"
"63067",63067,0.4,"Bleu","5","1"
"63068",63068,1.36,"Rouge","3","1"
"63069",63069,1.08,"Jaune","3","1"
"63070",63070,0.45,"Rouge","5","2"
"63071",63071,1.35,"Jaune","4","3"
"63072",63072,0.33,"Rouge","5","2"
"63073",63073,0.57,"Bleu","3","2"
"63074",63074,0.7,"Rouge","3","3"
"63075",63075,0.71,"Bleu","5","3"
"63076",63076,0.4,"Bleu","5","1"
"63077",63077,0.58,"Jaune","5","1"
"63078",63078,1.2,"Rouge","3","2"
"63079",63079,0.7,"Jaune","4","1"
"63080",63080,0.54,"Jaune","5","3"
"63081",63081,0.54,"Bleu","3","2"
"63082",63082,0.34,"Jaune","2","1"
"63083",63083,2.04,"Bleu","4","2"
"63084",63084,1.3,"Jaune","5","1"
"63085",63085,0.9,"Jaune","5","1"
"63086",63086,1.7,"Bleu","4","2"
"63087",63087,0.56,"Rouge","5","3"
"63088",63088,0.71,"Rouge","2","2"
"63089",63089,0.45,"Bleu","1","1"
"63090",63090,0.52,"Jaune","5","3"
"63091",63091,2.32,"Rouge","4","1"
"63092",63092,1.08,"Rouge","5","1"
"63093",63093,0.31,"Bleu","5","2"
"63094",63094,0.35,"Rouge","5","2"
"63095",63095,1.14,"Rouge","2","1"
"63096",63096,1.05,"Bleu","4","2"
"63097",63097,1.58,"Bleu","5","3"
"63098",63098,0.84,"Jaune","4","2"
"63099",63099,1.5,"Jaune","4","2"
"63100",63100,3.51,"Rouge","4","1"
"63101",63101,0.35,"Jaune","5","1"
"63102",63102,1.07,"Bleu","4","3"
"63103",63103,1.23,"Rouge","5","1"
"63104",63104,0.52,"Jaune","5","3"
"63105",63105,0.58,"Jaune","3","2"
"63106",63106,0.8,"Jaune","1","1"
"63107",63107,0.35,"Bleu","5","3"
"63108",63108,1.06,"Bleu","5","1"
"63109",63109,0.53,"Rouge","5","3"
"63110",63110,0.53,"Bleu","5","1"
"63111",63111,0.54,"Jaune","4","2"
"63112",63112,0.52,"Rouge","5","1"
"63113",63113,1.04,"Rouge","4","1"
"63114",63114,0.3,"Rouge","5","2"
"63115",63115,0.31,"Bleu","3","1"
"63116",63116,0.33,"Bleu","5","1"
"63117",63117,1.29,"Bleu","4","1"
"63118",63118,0.6,"Bleu","2","1"
"63119",63119,0.53,"Jaune","5","1"
"63120",63120,0.3,"Rouge","5","2"
"63121",63121,0.4,"Bleu","5","3"
"63122",63122,1,"Jaune","3","2"
"63123",63123,0.45,"Bleu","5","2"
"63124",63124,1.2,"Jaune","4","1"
"63125",63125,0.4,"Jaune","3","2"
"63126",63126,1.1,"Rouge","4","1"
"63127",63127,1.62,"Rouge","5","3"
"63128",63128,1.04,"Bleu","5","1"
"63129",63129,0.32,"Rouge","5","3"
"63130",63130,1.23,"Rouge","4","1"
"63131",63131,0.42,"Bleu","5","2"
"63132",63132,1.51,"Jaune","3","2"
"63133",63133,0.53,"Bleu","5","2"
"63134",63134,0.33,"Rouge","5","1"
"63135",63135,0.33,"Jaune","3","1"
"63136",63136,0.38,"Jaune","5","1"
"63137",63137,0.32,"Bleu","4","3"
"63138",63138,0.55,"Rouge","5","2"
"63139",63139,0.41,"Jaune","3","1"
"63140",63140,0.38,"Rouge","5","2"
"63141",63141,0.41,"Rouge","5","2"
"63142",63142,0.26,"Jaune","3","3"
"63143",63143,0.41,"Jaune","2","1"
"63144",63144,0.41,"Jaune","3","3"
"63145",63145,2,"Bleu","1","1"
"63146",63146,0.3,"Bleu","4","3"
"63147",63147,1.24,"Jaune","3","1"
"63148",63148,0.34,"Jaune","5","3"
"63149",63149,2.25,"Bleu","4","2"
"63150",63150,1.6,"Bleu","5","2"
"63151",63151,1,"Bleu","4","1"
"63152",63152,1.5,"Bleu","3","1"
"63153",63153,1.2,"Jaune","3","1"
"63154",63154,0.46,"Bleu","5","1"
"63155",63155,0.36,"Bleu","5","2"
"63156",63156,0.3,"Jaune","2","1"
"63157",63157,0.23,"Rouge","2","1"
"63158",63158,1.24,"Rouge","5","3"
"63159",63159,0.4,"Rouge","5","2"
"63160",63160,1.01,"Bleu","3","2"
"63161",63161,0.9,"Rouge","3","3"
"63162",63162,0.7,"Rouge","4","2"
"63163",63163,0.31,"Bleu","4","1"
"63164",63164,1.08,"Jaune","5","1"
"63165",63165,0.33,"Bleu","5","1"
"63166",63166,1.2,"Bleu","4","1"
"63167",63167,1.01,"Bleu","3","2"
"63168",63168,0.53,"Bleu","5","1"
"63169",63169,0.4,"Jaune","3","1"
