;Id;Poids;Couleur;Régularité;Intensité;ID_unit;Prob;Stratum
115992;115992;0,31;Bleu;3;2;115616;0,040163934;4
116418;116418;1,7;Jaune;3;2;116040;0,040163934;4
116580;116580;0,53;Jaune;2;2;116200;0,040163934;4
116591;116591;2,28;Bleu;2;2;116211;0,040163934;4
116604;116604;0,3;Rouge;2;2;116224;0,040163934;4
116872;116872;0,63;Rouge;1;2;116490;0,040163934;4
117161;117161;0,8;Jaune;2;2;116776;0,040163934;4
117445;117445;2,01;Jaune;2;2;117059;0,040163934;4
117550;117550;0,72;Bleu;2;2;117164;0,040163934;4
117692;117692;0,31;Jaune;1;2;117306;0,040163934;4
117950;117950;0,39;Bleu;1;2;117561;0,040163934;4
118046;118046;1,2;Jaune;1;2;117657;0,040163934;4
118140;118140;0,3;Bleu;1;2;117750;0,040163934;4
118294;118294;1,02;Jaune;1;2;117904;0,040163934;4
118378;118378;0,4;Bleu;1;2;117987;0,040163934;4
119486;119486;0,6;Jaune;1;2;119091;0,040163934;4
119698;119698;0,42;Rouge;1;2;119303;0,040163934;4
119923;119923;1,11;Bleu;3;2;119524;0,040163934;4
120023;120023;0,31;Bleu;2;2;119624;0,040163934;4
120089;120089;0,33;Jaune;2;2;119690;0,040163934;4
120343;120343;0,32;Rouge;2;2;119944;0,040163934;4
120347;120347;0,3;Rouge;2;2;119948;0,040163934;4
120385;120385;0,7;Bleu;1;2;119986;0,040163934;4
121200;121200;2,11;Bleu;2;2;120800;0,040163934;4
NA;NA;NA;NA;NA;2;121027;0,040163934;4
NA.1;NA;NA;NA;NA;2;121263;0,040163934;4
31;31;1,5;Jaune;2;1;31;0,217895609;5
287;287;0,52;Bleu;3;1;285;0,217895609;5
571;571;2,29;Rouge;1;1;569;0,217895609;5
596;596;0,73;Jaune;2;1;594;0,217895609;5
712;712;1,65;Rouge;3;1;710;0,217895609;5
745;745;0,33;Bleu;2;1;743;0,217895609;5
768;768;2,14;Bleu;2;1;766;0,217895609;5
908;908;1,21;Rouge;3;1;906;0,217895609;5
1167;1167;1;Bleu;2;1;1165;0,217895609;5
1333;1333;0,73;Bleu;3;1;1330;0,217895609;5
1549;1549;0,4;Jaune;1;1;1545;0,217895609;5
1577;1577;2,15;Bleu;1;1;1573;0,217895609;5
1759;1759;1,11;Jaune;2;1;1754;0,217895609;5
1812;1812;0,5;Rouge;1;1;1807;0,217895609;5
2054;2054;0,7;Bleu;3;1;2048;0,217895609;5
2428;2428;0,31;Bleu;2;1;2418;0,217895609;5
2930;2930;0,41;Rouge;2;1;2920;0,217895609;5
3394;3394;0,31;Jaune;2;1;3383;0,217895609;5
3418;3418;0,9;Bleu;3;1;3407;0,217895609;5
3422;3422;0,7;Jaune;1;1;3411;0,217895609;5
3537;3537;0,71;Jaune;1;1;3525;0,217895609;5
3552;3552;0,54;Bleu;1;1;3540;0,217895609;5
3701;3701;0,35;Bleu;1;1;3687;0,217895609;5
3933;3933;1,42;Bleu;1;1;3919;0,217895609;5
4195;4195;0,32;Bleu;2;1;4181;0,217895609;5
4333;4333;1,51;Bleu;2;1;4319;0,217895609;5
4476;4476;2,14;Bleu;2;1;4462;0,217895609;5
4748;4748;0,32;Bleu;1;1;4733;0,217895609;5
5125;5125;0,59;Rouge;2;1;5108;0,217895609;5
5188;5188;0,41;Rouge;2;1;5171;0,217895609;5
5256;5256;0,33;Rouge;1;1;5239;0,217895609;5
5434;5434;0,34;Bleu;1;1;5414;0,217895609;5
5502;5502;0,3;Jaune;1;1;5482;0,217895609;5
5574;5574;0,32;Bleu;3;1;5553;0,217895609;5
5793;5793;0,41;Bleu;1;1;5771;0,217895609;5
5827;5827;1,58;Rouge;1;1;5805;0,217895609;5
5845;5845;2,41;Rouge;2;1;5823;0,217895609;5
5919;5919;0,72;Bleu;2;1;5897;0,217895609;5
6039;6039;0,9;Rouge;1;1;6017;0,217895609;5
6254;6254;1,29;Rouge;1;1;6232;0,217895609;5
6673;6673;0,79;Jaune;2;1;6649;0,217895609;5
6780;6780;1,3;Bleu;1;1;6756;0,217895609;5
6953;6953;0,72;Jaune;3;1;6929;0,2178956;5
6971;6971;0,31;Jaune;3;1;6947;0,2178956;5
7155;7155;0,41;Rouge;2;1;7130;0,2178956;5
7304;7304;0,3;Jaune;2;1;7279;0,2178956;5
7339;7339;1,02;Rouge;3;1;7314;0,2178956;5
7659;7659;0,31;Jaune;1;1;7634;0,2178956;5
8133;8133;0,32;Jaune;2;1;8106;0,2178956;5
8364;8364;0,39;Rouge;2;1;8337;0,2178956;5
8630;8630;1,61;Jaune;2;1;8602;0,2178956;5
8693;8693;0,9;Bleu;1;1;8665;0,2178956;5
9294;9294;1,01;Bleu;1;1;9265;0,2178956;5
9431;9431;1,01;Rouge;1;1;9401;0,2178956;5
9458;9458;1,01;Bleu;2;1;9428;0,2178956;5
9461;9461;1,51;Jaune;1;1;9431;0,2178956;5
9681;9681;1,1;Jaune;2;1;9649;0,2178956;5
9972;9972;1,5;Rouge;1;1;9939;0,2178956;5
10095;10095;0,4;Bleu;3;1;10061;0,2178956;5
10146;10146;0,52;Rouge;1;1;10112;0,2178956;5
10302;10302;0,8;Rouge;1;1;10268;0,2178956;5
10534;10534;0,9;Bleu;1;1;10500;0,2178956;5
10541;10541;1,43;Bleu;1;1;10507;0,2178956;5
10566;10566;1;Bleu;1;1;10531;0,2178956;5
10710;10710;1,05;Rouge;2;1;10675;0,2178956;5
10739;10739;1,21;Jaune;3;1;10704;0,2178956;5
10816;10816;0,33;Jaune;2;1;10781;0,2178956;5
10832;10832;0,77;Jaune;2;1;10797;0,2178956;5
10858;10858;0,41;Rouge;1;1;10823;0,2178956;5
10887;10887;1,11;Rouge;3;1;10852;0,2178956;5
10938;10938;0,25;Rouge;3;1;10903;0,2178956;5
11049;11049;0,7;Jaune;2;1;11014;0,2178956;5
11105;11105;2,1;Rouge;1;1;11070;0,2178956;5
11149;11149;0,95;Jaune;2;1;11114;0,2178956;5
11280;11280;0,35;Jaune;1;1;11245;0,2178956;5
11778;11778;0,23;Jaune;2;1;11741;0,2178956;5
11898;11898;0,27;Rouge;2;1;11861;0,2178956;5
12237;12237;0,27;Jaune;2;1;12199;0,2178956;5
12253;12253;0,9;Rouge;2;1;12215;0,2178956;5
12376;12376;1,01;Jaune;3;1;12338;0,2178956;5
12434;12434;0,4;Rouge;1;1;12396;0,2178956;5
12829;12829;1,01;Jaune;2;1;12790;0,2178956;5
12987;12987;0,59;Bleu;1;1;12948;0,2178956;5
12999;12999;1,26;Jaune;1;1;12960;0,2178956;5
13037;13037;0,31;Rouge;2;1;12998;0,2178956;5
13446;13446;0,72;Rouge;1;1;13404;0,2178956;5
13568;13568;0,24;Jaune;3;1;13526;0,2178956;5
14045;14045;0,23;Rouge;1;1;14002;0,2178956;5
14151;14151;0,31;Rouge;1;1;14108;0,2178956;5
14203;14203;0,3;Bleu;1;1;14160;0,2178956;5
14221;14221;2,18;Bleu;1;1;14178;0,2178956;5
14232;14232;1,37;Rouge;3;1;14189;0,2178956;5
14234;14234;1,04;Rouge;1;1;14191;0,2178956;5
14315;14315;0,9;Rouge;2;1;14272;0,2178956;5
14426;14426;1,5;Rouge;1;1;14383;0,2178956;5
14519;14519;0,34;Rouge;2;1;14476;0,2178956;5
14700;14700;0,58;Jaune;2;1;14655;0,2178956;5
14820;14820;0,71;Jaune;3;1;14775;0,2178956;5
14936;14936;0,58;Bleu;1;1;14890;0,2178956;5
15020;15020;1,02;Bleu;3;1;14974;0,2178956;5
15215;15215;0,5;Bleu;2;1;15168;0,2178956;5
15261;15261;0,33;Rouge;1;1;15214;0,2178956;5
15313;15313;0,33;Jaune;3;1;15265;0,2178956;5
15394;15394;0,31;Rouge;2;1;15346;0,2178956;5
15502;15502;0,34;Bleu;1;1;15454;0,2178956;5
15629;15629;0,31;Rouge;2;1;15581;0,2178956;5
15635;15635;1;Rouge;1;1;15587;0,2178956;5
15833;15833;0,5;Rouge;1;1;15785;0,2178956;5
15926;15926;0,54;Rouge;1;1;15878;0,2178956;5
16995;16995;0,7;Rouge;1;1;16942;0,2178956;5
17380;17380;0,4;Rouge;1;1;17327;0,2178956;5
17722;17722;0,31;Jaune;3;1;17669;0,2178956;5
17750;17750;0,32;Jaune;3;1;17697;0,2178956;5
17815;17815;0,91;Rouge;1;1;17762;0,2178956;5
17958;17958;0,31;Rouge;1;1;17904;0,2178956;5
18054;18054;0,34;Bleu;3;1;17999;0,2178956;5
18094;18094;0,7;Jaune;3;1;18039;0,2178956;5
18140;18140;1,01;Bleu;1;1;18085;0,2178956;5
18163;18163;0,72;Rouge;1;1;18108;0,2178956;5
18186;18186;0,54;Rouge;2;1;18131;0,2178956;5
18322;18322;1,24;Bleu;2;1;18267;0,2178956;5
18335;18335;0,31;Bleu;1;1;18280;0,2178956;5
18375;18375;0,37;Rouge;2;1;18320;0,2178956;5
18567;18567;0,37;Rouge;2;1;18512;0,2178956;5
18606;18606;0,3;Jaune;3;1;18551;0,2178956;5
18612;18612;1,52;Bleu;1;1;18557;0,2178956;5
18631;18631;0,78;Bleu;1;1;18576;0,2178956;5
18657;18657;0,38;Rouge;3;1;18602;0,2178956;5
18773;18773;2,14;Bleu;3;1;18718;0,2178956;5
18776;18776;0,55;Rouge;2;1;18721;0,2178956;5
19302;19302;0,91;Jaune;2;1;19247;0,2178956;5
19450;19450;0,7;Bleu;1;1;19395;0,2178956;5
19451;19451;0,4;Bleu;2;1;19396;0,2178956;5
19594;19594;1,01;Bleu;2;1;19538;0,2178956;5
19610;19610;0,71;Bleu;2;1;19553;0,2178956;5
19887;19887;0,41;Bleu;1;1;19828;0,2178956;5
19976;19976;0,61;Bleu;1;1;19917;0,2178956;5
20196;20196;0,31;Rouge;1;1;20137;0,2178956;5
20227;20227;0,61;Jaune;1;1;20168;0,2178956;5
20746;20746;0,33;Bleu;3;1;20684;0,2178956;5
21259;21259;0,4;Rouge;1;1;21194;0,2178956;5
21344;21344;0,7;Jaune;2;1;21279;0,2178956;5
21383;21383;0,5;Jaune;1;1;21318;0,2178956;5
21586;21586;0,36;Bleu;2;1;21519;0,2178956;5
21594;21594;2,09;Jaune;1;1;21527;0,2178956;5
21837;21837;0,72;Rouge;2;1;21770;0,2178956;5
21919;21919;1,54;Rouge;2;1;21852;0,2178956;5
22061;22061;0,36;Rouge;3;1;21993;0,2178956;5
22134;22134;0,55;Bleu;1;1;22066;0,2178956;5
22210;22210;2,01;Jaune;1;1;22142;0,2178956;5
22592;22592;0,54;Rouge;3;1;22523;0,2178956;5
22603;22603;0,3;Jaune;1;1;22534;0,2178956;5
22679;22679;0,7;Rouge;2;1;22610;0,2178956;5
22820;22820;0,41;Rouge;1;1;22751;0,2178956;5
23006;23006;0,59;Rouge;1;1;22937;0,2178956;5
23186;23186;0,5;Jaune;1;1;23116;0,2178956;5
23314;23314;2,01;Rouge;2;1;23244;0,2178956;5
23348;23348;1,23;Bleu;1;1;23278;0,2178956;5
24054;24054;0,55;Bleu;2;1;23979;0,2178956;5
24210;24210;0,94;Rouge;1;1;24133;0,2178956;5
24225;24225;0,3;Rouge;1;1;24148;0,2178956;5
24510;24510;0,31;Jaune;2;1;24433;0,2178956;5
24667;24667;0,23;Rouge;1;1;24590;0,2178956;5
24826;24826;0,3;Rouge;1;1;24749;0,2178956;5
24878;24878;1,14;Rouge;2;1;24800;0,2178956;5
25433;25433;0,31;Bleu;3;1;25350;0,2178956;5
25522;25522;1,19;Jaune;1;1;25439;0,2178956;5
25578;25578;2,05;Jaune;2;1;25495;0,2178956;5
25969;25969;0,61;Rouge;3;1;25886;0,2178956;5
26054;26054;1,09;Bleu;2;1;25971;0,2178956;5
26325;26325;1,57;Rouge;1;1;26240;0,2178956;5
26391;26391;1,01;Rouge;2;1;26306;0,2178956;5
26417;26417;0,91;Jaune;1;1;26332;0,2178956;5
26570;26570;0,9;Bleu;2;1;26484;0,2178956;5
26687;26687;0,36;Bleu;1;1;26601;0,2178956;5
26716;26716;0,3;Rouge;2;1;26630;0,2178956;5
26755;26755;0,7;Bleu;1;1;26668;0,2178956;5
26776;26776;1,03;Rouge;2;1;26689;0,2178956;5
27035;27035;0,26;Rouge;1;1;26946;0,2178956;5
27185;27185;1,14;Bleu;2;1;27096;0,2178956;5
27430;27430;1,49;Jaune;1;1;27341;0,2178956;5
27451;27451;0,32;Jaune;3;1;27362;0,2178956;5
27659;27659;0,71;Jaune;2;1;27568;0,2178956;5
27765;27765;0,31;Rouge;1;1;27674;0,2178956;5
27823;27823;0,36;Bleu;2;1;27731;0,2178956;5
27827;27827;0,32;Rouge;3;1;27735;0,2178956;5
27889;27889;1,52;Rouge;3;1;27797;0,2178956;5
27943;27943;1,58;Bleu;1;1;27851;0,2178956;5
28047;28047;0,91;Rouge;2;1;27955;0,2178956;5
28091;28091;0,78;Jaune;2;1;27999;0,2178956;5
28129;28129;0,37;Rouge;2;1;28036;0,2178956;5
28181;28181;0,33;Bleu;1;1;28088;0,2178956;5
28497;28497;1,46;Bleu;1;1;28403;0,2178956;5
28557;28557;1,13;Rouge;2;1;28463;0,2178956;5
28569;28569;0,4;Bleu;1;1;28475;0,2178956;5
28572;28572;0,74;Jaune;1;1;28478;0,2178956;5
28858;28858;1,01;Jaune;1;1;28764;0,2178956;5
28891;28891;0,61;Bleu;3;1;28797;0,2178956;5
28961;28961;1,1;Rouge;1;1;28867;0,2178956;5
28993;28993;0,31;Jaune;2;1;28899;0,2178956;5
29245;29245;0,31;Rouge;1;1;29150;0,2178956;5
29288;29288;0,26;Rouge;1;1;29193;0,2178956;5
29314;29314;1;Jaune;1;1;29219;0,2178956;5
29332;29332;1,21;Jaune;2;1;29237;0,2178956;5
29506;29506;1,51;Bleu;3;1;29410;0,2178956;5
29514;29514;0,31;Rouge;1;1;29418;0,2178956;5
29649;29649;0,3;Bleu;1;1;29553;0,2178956;5
29650;29650;0,39;Rouge;2;1;29554;0,2178956;5
29776;29776;1,2;Rouge;3;1;29680;0,2178956;5
29923;29923;1;Rouge;1;1;29827;0,2178956;5
30055;30055;0,41;Jaune;2;1;29959;0,2178956;5
30178;30178;0,31;Jaune;3;1;30082;0,2178956;5
30526;30526;0,52;Bleu;1;1;30429;0,2178956;5
30592;30592;0,3;Bleu;2;1;30495;0,2178956;5
30731;30731;1,13;Rouge;2;1;30634;0,2178956;5
30826;30826;0,34;Rouge;1;1;30728;0,2178956;5
31204;31204;0,31;Rouge;3;1;31106;0,2178956;5
31213;31213;1,09;Jaune;1;1;31115;0,2178956;5
31214;31214;0,5;Jaune;1;1;31116;0,2178956;5
31219;31219;0,42;Rouge;1;1;31121;0,2178956;5
31221;31221;0,31;Bleu;1;1;31123;0,2178956;5
31597;31597;1,02;Rouge;2;1;31494;0,2178956;5
31652;31652;0,45;Bleu;2;1;31548;0,2178956;5
32073;32073;1,2;Jaune;3;1;31968;0,2178956;5
32272;32272;0,3;Bleu;3;1;32164;0,2178956;5
32337;32337;0,3;Rouge;3;1;32229;0,2178956;5
32653;32653;0,3;Rouge;2;1;32545;0,2178956;5
32930;32930;0,61;Bleu;2;1;32822;0,2178956;5
33047;33047;1,02;Jaune;1;1;32938;0,2178956;5
33111;33111;0,51;Bleu;3;1;33002;0,2178956;5
33235;33235;0,5;Bleu;3;1;33126;0,2178956;5
33256;33256;0,38;Jaune;1;1;33147;0,2178956;5
33258;33258;1,5;Rouge;1;1;33149;0,2178956;5
33278;33278;1,54;Jaune;2;1;33169;0,2178956;5
33635;33635;0,71;Bleu;1;1;33525;0,2178956;5
33695;33695;0,35;Bleu;2;1;33585;0,2178956;5
33777;33777;0,62;Rouge;2;1;33666;0,2178956;5
33805;33805;0,58;Jaune;2;1;33694;0,2178956;5
34030;34030;0,76;Rouge;1;1;33919;0,2178956;5
34386;34386;1,25;Bleu;3;1;34273;0,2178956;5
34388;34388;0,73;Rouge;3;1;34275;0,2178956;5
34644;34644;1,5;Rouge;1;1;34530;0,2178956;5
34898;34898;0,79;Rouge;3;1;34784;0,2178956;5
34905;34905;0,8;Bleu;1;1;34791;0,2178956;5
34951;34951;1,05;Bleu;2;1;34837;0,2178956;5
34994;34994;0,35;Jaune;2;1;34880;0,2178956;5
35095;35095;0,91;Rouge;1;1;34981;0,2178956;5
35179;35179;0,51;Bleu;3;1;35063;0,2178956;5
35468;35468;0,35;Rouge;1;1;35350;0,2178956;5
35592;35592;0,43;Jaune;3;1;35474;0,2178956;5
36054;36054;0,41;Rouge;2;1;35935;0,2178956;5
36163;36163;1,03;Bleu;1;1;36044;0,2178956;5
36195;36195;0,3;Bleu;2;1;36076;0,2178956;5
36363;36363;1,14;Rouge;2;1;36244;0,2178956;5
36578;36578;1,09;Bleu;1;1;36459;0,2178956;5
36695;36695;0,31;Jaune;1;1;36576;0,2178956;5
36727;36727;1,56;Bleu;1;1;36608;0,2178956;5
36837;36837;1,2;Bleu;2;1;36718;0,2178956;5
36912;36912;0,38;Bleu;2;1;36793;0,2178956;5
36988;36988;1;Bleu;2;1;36868;0,2178956;5
37140;37140;0,41;Rouge;2;1;37018;0,2178956;5
37338;37338;1,05;Bleu;1;1;37216;0,2178956;5
37510;37510;0,6;Bleu;1;1;37388;0,2178956;5
37519;37519;0,5;Jaune;2;1;37397;0,2178956;5
37669;37669;0,63;Rouge;1;1;37547;0,2178956;5
37745;37745;1,21;Bleu;3;1;37623;0,2178956;5
37846;37846;0,7;Jaune;2;1;37724;0,2178956;5
38052;38052;0,27;Rouge;1;1;37928;0,2178956;5
38331;38331;0,54;Rouge;1;1;38206;0,2178956;5
38363;38363;0,25;Bleu;1;1;38238;0,2178956;5
38841;38841;0,33;Bleu;2;1;38715;0,2178956;5
38904;38904;1,21;Bleu;1;1;38778;0,2178956;5
38954;38954;0,5;Rouge;1;1;38828;0,2178956;5
39007;39007;0,3;Jaune;1;1;38881;0,2178956;5
39119;39119;1,51;Bleu;1;1;38993;0,2178956;5
39289;39289;1,09;Jaune;1;1;39163;0,2178956;5
39329;39329;0,31;Jaune;1;1;39203;0,2178956;5
39533;39533;0,34;Bleu;2;1;39407;0,2178956;5
39634;39634;1,2;Rouge;1;1;39508;0,2178956;5
39682;39682;0,61;Bleu;3;1;39556;0,2178956;5
39694;39694;0,9;Jaune;1;1;39568;0,2178956;5
39821;39821;0,9;Rouge;2;1;39693;0,2178956;5
39883;39883;0,75;Jaune;1;1;39755;0,2178956;5
39981;39981;0,47;Rouge;1;1;39853;0,2178956;5
40229;40229;2;Jaune;1;1;40101;0,2178956;5
41150;41150;0,62;Bleu;2;1;41017;0,2178956;5
41247;41247;1,08;Rouge;2;1;41114;0,2178956;5
41367;41367;0,91;Rouge;1;1;41234;0,2178956;5
41555;41555;0,3;Rouge;2;1;41422;0,2178956;5
41634;41634;0,34;Jaune;1;1;41501;0,2178956;5
41977;41977;1,01;Rouge;2;1;41844;0,2178956;5
42238;42238;2,01;Bleu;1;1;42104;0,2178956;5
42367;42367;1,4;Jaune;1;1;42233;0,2178956;5
42576;42576;1,22;Jaune;3;1;42440;0,2178956;5
42752;42752;0,73;Rouge;3;1;42616;0,2178956;5
42757;42757;1,04;Rouge;1;1;42621;0,2178956;5
43044;43044;0,58;Bleu;2;1;42907;0,2178956;5
43087;43087;1,02;Bleu;3;1;42950;0,2178956;5
43133;43133;1,02;Bleu;1;1;42996;0,2178956;5
43333;43333;0,34;Rouge;2;1;43196;0,2178956;5
43407;43407;0,91;Jaune;2;1;43269;0,2178956;5
43567;43567;1,2;Bleu;2;1;43428;0,2178956;5
43731;43731;1,08;Rouge;2;1;43591;0,2178956;5
43979;43979;0,32;Rouge;2;1;43839;0,2178956;5
44203;44203;1,21;Bleu;1;1;44063;0,2178956;5
44237;44237;1,71;Rouge;2;1;44097;0,2178956;5
44393;44393;1,01;Jaune;3;1;44251;0,2178956;5
44406;44406;0,7;Bleu;3;1;44264;0,2178956;5
44606;44606;0,38;Bleu;2;1;44463;0,2178956;5
44962;44962;0,9;Bleu;1;1;44818;0,2178956;5
44996;44996;0,32;Bleu;1;1;44851;0,2178956;5
45040;45040;2,24;Jaune;3;1;44895;0,2178956;5
45091;45091;0,42;Rouge;3;1;44945;0,2178956;5
45314;45314;0,9;Bleu;1;1;45166;0,2178956;5
45434;45434;0,72;Bleu;3;1;45286;0,2178956;5
45463;45463;0,3;Rouge;2;1;45314;0,2178956;5
45756;45756;0,4;Bleu;1;1;45606;0,2178956;5
46038;46038;0,7;Jaune;1;1;45888;0,2178956;5
46083;46083;0,3;Bleu;2;1;45933;0,2178956;5
46183;46183;1,01;Rouge;2;1;46033;0,2178956;5
46460;46460;0,54;Bleu;1;1;46310;0,2178956;5
46715;46715;0,4;Rouge;2;1;46564;0,2178956;5
46730;46730;0,3;Jaune;1;1;46578;0,2178956;5
46817;46817;0,25;Jaune;3;1;46665;0,2178956;5
46911;46911;0,24;Jaune;1;1;46759;0,2178956;5
47178;47178;1,09;Bleu;1;1;47024;0,2178956;5
47200;47200;1,01;Bleu;1;1;47046;0,2178956;5
47435;47435;0,44;Bleu;3;1;47279;0,2178956;5
47450;47450;0,7;Bleu;1;1;47294;0,2178956;5
47480;47480;0,3;Jaune;1;1;47324;0,2178956;5
47545;47545;0,71;Rouge;2;1;47389;0,2178956;5
47596;47596;1;Bleu;3;1;47439;0,2178956;5
47632;47632;0,63;Rouge;2;1;47475;0,2178956;5
47679;47679;0,32;Bleu;2;1;47522;0,2178956;5
48178;48178;0,51;Bleu;1;1;48018;0,2178956;5
48396;48396;0,7;Bleu;2;1;48236;0,2178956;5
48605;48605;1,01;Jaune;1;1;48444;0,2178956;5
48798;48798;0,58;Rouge;3;1;48636;0,2178956;5
48810;48810;0,42;Rouge;3;1;48648;0,2178956;5
48874;48874;1;Bleu;3;1;48712;0,2178956;5
49145;49145;0,35;Bleu;2;1;48982;0,2178956;5
49239;49239;0,49;Bleu;1;1;49076;0,2178956;5
49280;49280;0,28;Rouge;1;1;49117;0,2178956;5
49885;49885;1;Jaune;2;1;49722;0,2178956;5
50203;50203;0,9;Bleu;1;1;50040;0,2178956;5
50567;50567;0,39;Jaune;2;1;50403;0,2178956;5
50580;50580;0,28;Rouge;1;1;50416;0,2178956;5
50743;50743;0,44;Rouge;3;1;50579;0,2178956;5
50802;50802;2,4;Jaune;2;1;50638;0,2178956;5
51071;51071;1,02;Rouge;3;1;50907;0,2178956;5
51105;51105;0,4;Bleu;1;1;50941;0,2178956;5
51410;51410;0,7;Bleu;1;1;51245;0,2178956;5
51484;51484;0,39;Rouge;1;1;51319;0,2178956;5
51527;51527;1;Bleu;1;1;51362;0,2178956;5
51799;51799;0,9;Bleu;2;1;51634;0,2178956;5
52072;52072;0,5;Rouge;1;1;51907;0,2178956;5
52192;52192;2,11;Rouge;2;1;52027;0,2178956;5
52235;52235;0,3;Bleu;3;1;52070;0,2178956;5
52364;52364;0,43;Rouge;2;1;52199;0,2178956;5
52513;52513;0,89;Rouge;2;1;52348;0,2178956;5
52554;52554;0,3;Bleu;1;1;52389;0,2178956;5
52632;52632;0,32;Jaune;2;1;52467;0,2178956;5
52699;52699;0,7;Rouge;2;1;52534;0,2178956;5
52876;52876;1,7;Jaune;2;1;52710;0,2178956;5
53553;53553;0,41;Rouge;2;1;53386;0,2178956;5
53624;53624;0,74;Rouge;1;1;53457;0,2178956;5
53693;53693;0,75;Bleu;1;1;53526;0,2178956;5
53957;53957;1,04;Rouge;1;1;53789;0,2178956;5
54348;54348;0,33;Bleu;2;1;54179;0,2178956;5
54352;54352;0,8;Rouge;2;1;54183;0,2178956;5
54381;54381;0,31;Bleu;3;1;54212;0,2178956;5
54382;54382;0,41;Bleu;3;1;54213;0,2178956;5
54514;54514;0,72;Bleu;1;1;54345;0,2178956;5
54608;54608;1,01;Jaune;3;1;54439;0,2178956;5
54778;54778;0,32;Rouge;1;1;54608;0,2178956;5
54873;54873;0,44;Rouge;1;1;54702;0,2178956;5
54878;54878;0,55;Jaune;1;1;54707;0,2178956;5
55001;55001;0,31;Jaune;2;1;54830;0,2178956;5
55029;55029;0,8;Jaune;2;1;54858;0,2178956;5
55239;55239;1,53;Bleu;2;1;55068;0,2178956;5
55589;55589;1,52;Jaune;2;1;55414;0,2178956;5
55599;55599;0,83;Jaune;1;1;55424;0,2178956;5
55636;55636;0,52;Jaune;3;1;55461;0,2178956;5
56054;56054;1;Bleu;2;1;55877;0,2178956;5
56114;56114;0,56;Bleu;1;1;55936;0,2178956;5
56312;56312;0,42;Bleu;1;1;56134;0,2178956;5
56345;56345;1,22;Rouge;2;1;56167;0,2178956;5
56524;56524;1,21;Bleu;3;1;56346;0,2178956;5
56902;56902;1,06;Bleu;1;1;56721;0,2178956;5
57261;57261;1,22;Rouge;3;1;57078;0,2178956;5
57361;57361;0,3;Jaune;3;1;57178;0,2178956;5
57515;57515;1,21;Rouge;3;1;57331;0,2178956;5
57817;57817;0,6;Rouge;1;1;57631;0,2178956;5
57823;57823;1,23;Rouge;1;1;57637;0,2178956;5
58014;58014;0,3;Bleu;3;1;57828;0,2178956;5
58142;58142;0,23;Bleu;1;1;57956;0,2178956;5
58188;58188;0,9;Jaune;1;1;58002;0,2178956;5
58316;58316;0,41;Rouge;3;1;58129;0,2178956;5
58444;58444;0,31;Bleu;1;1;58257;0,2178956;5
58502;58502;0,61;Rouge;3;1;58315;0,2178956;5
58553;58553;0,52;Jaune;1;1;58366;0,2178956;5
58714;58714;0,7;Rouge;2;1;58527;0,2178956;5
58889;58889;0,42;Rouge;1;1;58702;0,2178956;5
58899;58899;0,33;Rouge;2;1;58712;0,2178956;5
58984;58984;0,5;Rouge;1;1;58797;0,2178956;5
59005;59005;2,04;Rouge;1;1;58817;0,2178956;5
59187;59187;1,03;Rouge;2;1;58999;0,2178956;5
59483;59483;0,4;Rouge;2;1;59294;0,2178956;5
59871;59871;1;Bleu;3;1;59682;0,2178956;5
59933;59933;0,52;Rouge;1;1;59744;0,2178956;5
60976;60976;1,03;Bleu;1;1;60784;0,2178956;5
61014;61014;0,56;Bleu;2;1;60822;0,2178956;5
61073;61073;1,01;Rouge;2;1;60881;0,2178956;5
61208;61208;1,8;Bleu;1;1;61016;0,2178956;5
61391;61391;0,81;Bleu;1;1;61196;0,2178956;5
61695;61695;0,85;Rouge;3;1;61500;0,2178956;5
62059;62059;1;Rouge;2;1;61862;0,2178956;5
62358;62358;1,71;Bleu;1;1;62160;0,2178956;5
62521;62521;0,24;Jaune;3;1;62322;0,2178956;5
62724;62724;0,34;Bleu;1;1;62524;0,2178956;5
63232;63232;0,72;Jaune;3;1;63031;0,2178956;5
63702;63702;0,38;Rouge;1;1;63499;0,2178956;5
64038;64038;0,72;Bleu;1;1;63835;0,2178956;5
64388;64388;0,43;Jaune;1;1;64184;0,2178956;5
64465;64465;1,06;Jaune;2;1;64261;0,2178956;5
64788;64788;1,01;Rouge;2;1;64584;0,2178956;5
65427;65427;0,38;Bleu;1;1;65218;0,2178956;5
65457;65457;1,5;Rouge;2;1;65248;0,2178956;5
65694;65694;1,11;Rouge;1;1;65483;0,2178956;5
65871;65871;1,16;Rouge;1;1;65660;0,2178956;5
66362;66362;1,12;Bleu;1;1;66151;0,2178956;5
66397;66397;0,25;Jaune;1;1;66186;0,2178956;5
66406;66406;0,33;Bleu;3;1;66195;0,2178956;5
66416;66416;0,7;Bleu;3;1;66205;0,2178956;5
66520;66520;0,56;Bleu;2;1;66309;0,2178956;5
66797;66797;0,95;Jaune;1;1;66584;0,2178956;5
66844;66844;0,33;Rouge;1;1;66631;0,2178956;5
66945;66945;1,26;Jaune;3;1;66732;0,2178956;5
66966;66966;0,3;Bleu;2;1;66753;0,2178956;5
67058;67058;1,28;Bleu;1;1;66843;0,2178956;5
67444;67444;0,9;Bleu;3;1;67228;0,2178956;5
